"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"24/04/2020 15:00:00 - 24/04/2020 16:00:00","BZN|DK1","Without Sequence","4.92","",""
"24/04/2020 16:00:00 - 24/04/2020 17:00:00","BZN|DK1","Without Sequence","4.80","",""
"24/04/2020 17:00:00 - 24/04/2020 18:00:00","BZN|DK1","Without Sequence","4.80","",""
"24/04/2020 18:00:00 - 24/04/2020 19:00:00","BZN|DK1","Without Sequence","4.86","",""
"24/04/2020 19:00:00 - 24/04/2020 20:00:00","BZN|DK1","Without Sequence","4.91","",""
"24/04/2020 20:00:00 - 24/04/2020 21:00:00","BZN|DK1","Without Sequence","21.06","",""
"24/04/2020 21:00:00 - 24/04/2020 22:00:00","BZN|DK1","Without Sequence","21.98","",""
"24/04/2020 22:00:00 - 24/04/2020 23:00:00","BZN|DK1","Without Sequence","22.45","",""
"24/04/2020 23:00:00 - 25/04/2020 00:00:00","BZN|DK1","Without Sequence","17.42","",""
"25/04/2020 00:00:00 - 25/04/2020 01:00:00","BZN|DK1","Without Sequence","4.77","",""
"25/04/2020 01:00:00 - 25/04/2020 02:00:00","BZN|DK1","Without Sequence","4.73","",""
"25/04/2020 02:00:00 - 25/04/2020 03:00:00","BZN|DK1","Without Sequence","4.70","",""
"25/04/2020 03:00:00 - 25/04/2020 04:00:00","BZN|DK1","Without Sequence","9.34","",""
"25/04/2020 04:00:00 - 25/04/2020 05:00:00","BZN|DK1","Without Sequence","14.13","",""
"25/04/2020 05:00:00 - 25/04/2020 06:00:00","BZN|DK1","Without Sequence","14.03","",""
"25/04/2020 06:00:00 - 25/04/2020 07:00:00","BZN|DK1","Without Sequence","14.88","",""
"25/04/2020 07:00:00 - 25/04/2020 08:00:00","BZN|DK1","Without Sequence","15.09","",""
"25/04/2020 08:00:00 - 25/04/2020 09:00:00","BZN|DK1","Without Sequence","18.70","",""
"25/04/2020 09:00:00 - 25/04/2020 10:00:00","BZN|DK1","Without Sequence","16.63","",""
"25/04/2020 10:00:00 - 25/04/2020 11:00:00","BZN|DK1","Without Sequence","16.03","",""
"25/04/2020 11:00:00 - 25/04/2020 12:00:00","BZN|DK1","Without Sequence","16.30","",""
"25/04/2020 12:00:00 - 25/04/2020 13:00:00","BZN|DK1","Without Sequence","15.08","",""
"25/04/2020 13:00:00 - 25/04/2020 14:00:00","BZN|DK1","Without Sequence","12.25","",""
"25/04/2020 14:00:00 - 25/04/2020 15:00:00","BZN|DK1","Without Sequence","7.76","",""
"25/04/2020 15:00:00 - 25/04/2020 16:00:00","BZN|DK1","Without Sequence","7.99","",""
"25/04/2020 16:00:00 - 25/04/2020 17:00:00","BZN|DK1","Without Sequence","10.07","",""
"25/04/2020 17:00:00 - 25/04/2020 18:00:00","BZN|DK1","Without Sequence","16.62","",""
"25/04/2020 18:00:00 - 25/04/2020 19:00:00","BZN|DK1","Without Sequence","23.51","",""
"25/04/2020 19:00:00 - 25/04/2020 20:00:00","BZN|DK1","Without Sequence","26.70","",""
"25/04/2020 20:00:00 - 25/04/2020 21:00:00","BZN|DK1","Without Sequence","32.00","",""
"25/04/2020 21:00:00 - 25/04/2020 22:00:00","BZN|DK1","Without Sequence","29.77","",""
"25/04/2020 22:00:00 - 25/04/2020 23:00:00","BZN|DK1","Without Sequence","25.69","",""
"25/04/2020 23:00:00 - 26/04/2020 00:00:00","BZN|DK1","Without Sequence","22.11","",""
"26/04/2020 00:00:00 - 26/04/2020 01:00:00","BZN|DK1","Without Sequence","21.70","",""
"26/04/2020 01:00:00 - 26/04/2020 02:00:00","BZN|DK1","Without Sequence","19.35","",""
"26/04/2020 02:00:00 - 26/04/2020 03:00:00","BZN|DK1","Without Sequence","20.23","",""
"26/04/2020 03:00:00 - 26/04/2020 04:00:00","BZN|DK1","Without Sequence","20.10","",""
"26/04/2020 04:00:00 - 26/04/2020 05:00:00","BZN|DK1","Without Sequence","21.70","",""
"26/04/2020 05:00:00 - 26/04/2020 06:00:00","BZN|DK1","Without Sequence","20.82","",""
"26/04/2020 06:00:00 - 26/04/2020 07:00:00","BZN|DK1","Without Sequence","18.08","",""
"26/04/2020 07:00:00 - 26/04/2020 08:00:00","BZN|DK1","Without Sequence","17.43","",""
"26/04/2020 08:00:00 - 26/04/2020 09:00:00","BZN|DK1","Without Sequence","15.63","",""
"26/04/2020 09:00:00 - 26/04/2020 10:00:00","BZN|DK1","Without Sequence","15.01","",""
"26/04/2020 10:00:00 - 26/04/2020 11:00:00","BZN|DK1","Without Sequence","13.00","",""
"26/04/2020 11:00:00 - 26/04/2020 12:00:00","BZN|DK1","Without Sequence","14.38","",""
"26/04/2020 12:00:00 - 26/04/2020 13:00:00","BZN|DK1","Without Sequence","15.00","",""
"26/04/2020 13:00:00 - 26/04/2020 14:00:00","BZN|DK1","Without Sequence","11.90","",""
"26/04/2020 14:00:00 - 26/04/2020 15:00:00","BZN|DK1","Without Sequence","5.56","",""
"26/04/2020 15:00:00 - 26/04/2020 16:00:00","BZN|DK1","Without Sequence","6.93","",""
"26/04/2020 16:00:00 - 26/04/2020 17:00:00","BZN|DK1","Without Sequence","12.42","",""
"26/04/2020 17:00:00 - 26/04/2020 18:00:00","BZN|DK1","Without Sequence","15.75","",""
"26/04/2020 18:00:00 - 26/04/2020 19:00:00","BZN|DK1","Without Sequence","23.65","",""
"26/04/2020 19:00:00 - 26/04/2020 20:00:00","BZN|DK1","Without Sequence","26.97","",""
"26/04/2020 20:00:00 - 26/04/2020 21:00:00","BZN|DK1","Without Sequence","30.78","",""
"26/04/2020 21:00:00 - 26/04/2020 22:00:00","BZN|DK1","Without Sequence","27.49","",""
"26/04/2020 22:00:00 - 26/04/2020 23:00:00","BZN|DK1","Without Sequence","25.97","",""
"26/04/2020 23:00:00 - 27/04/2020 00:00:00","BZN|DK1","Without Sequence","23.76","",""
"27/04/2020 00:00:00 - 27/04/2020 01:00:00","BZN|DK1","Without Sequence","20.34","",""
"27/04/2020 01:00:00 - 27/04/2020 02:00:00","BZN|DK1","Without Sequence","16.80","",""
"27/04/2020 02:00:00 - 27/04/2020 03:00:00","BZN|DK1","Without Sequence","16.82","",""
"27/04/2020 03:00:00 - 27/04/2020 04:00:00","BZN|DK1","Without Sequence","15.78","",""
"27/04/2020 04:00:00 - 27/04/2020 05:00:00","BZN|DK1","Without Sequence","16.32","",""
"27/04/2020 05:00:00 - 27/04/2020 06:00:00","BZN|DK1","Without Sequence","18.32","",""
"27/04/2020 06:00:00 - 27/04/2020 07:00:00","BZN|DK1","Without Sequence","21.48","",""
"27/04/2020 07:00:00 - 27/04/2020 08:00:00","BZN|DK1","Without Sequence","28.00","",""
"27/04/2020 08:00:00 - 27/04/2020 09:00:00","BZN|DK1","Without Sequence","25.90","",""
"27/04/2020 09:00:00 - 27/04/2020 10:00:00","BZN|DK1","Without Sequence","21.99","",""
"27/04/2020 10:00:00 - 27/04/2020 11:00:00","BZN|DK1","Without Sequence","21.17","",""
"27/04/2020 11:00:00 - 27/04/2020 12:00:00","BZN|DK1","Without Sequence","20.64","",""
"27/04/2020 12:00:00 - 27/04/2020 13:00:00","BZN|DK1","Without Sequence","21.92","",""
"27/04/2020 13:00:00 - 27/04/2020 14:00:00","BZN|DK1","Without Sequence","20.39","",""
"27/04/2020 14:00:00 - 27/04/2020 15:00:00","BZN|DK1","Without Sequence","19.85","",""
"27/04/2020 15:00:00 - 27/04/2020 16:00:00","BZN|DK1","Without Sequence","18.42","",""
"27/04/2020 16:00:00 - 27/04/2020 17:00:00","BZN|DK1","Without Sequence","18.40","",""
"27/04/2020 17:00:00 - 27/04/2020 18:00:00","BZN|DK1","Without Sequence","24.92","",""
"27/04/2020 18:00:00 - 27/04/2020 19:00:00","BZN|DK1","Without Sequence","32.96","",""
"27/04/2020 19:00:00 - 27/04/2020 20:00:00","BZN|DK1","Without Sequence","48.31","",""
"27/04/2020 20:00:00 - 27/04/2020 21:00:00","BZN|DK1","Without Sequence","45.56","",""
"27/04/2020 21:00:00 - 27/04/2020 22:00:00","BZN|DK1","Without Sequence","38.56","",""
"27/04/2020 22:00:00 - 27/04/2020 23:00:00","BZN|DK1","Without Sequence","32.10","",""
"27/04/2020 23:00:00 - 28/04/2020 00:00:00","BZN|DK1","Without Sequence","24.54","",""
"28/04/2020 00:00:00 - 28/04/2020 01:00:00","BZN|DK1","Without Sequence","19.90","",""
"28/04/2020 01:00:00 - 28/04/2020 02:00:00","BZN|DK1","Without Sequence","19.06","",""
"28/04/2020 02:00:00 - 28/04/2020 03:00:00","BZN|DK1","Without Sequence","18.20","",""
"28/04/2020 03:00:00 - 28/04/2020 04:00:00","BZN|DK1","Without Sequence","18.20","",""
"28/04/2020 04:00:00 - 28/04/2020 05:00:00","BZN|DK1","Without Sequence","19.07","",""
"28/04/2020 05:00:00 - 28/04/2020 06:00:00","BZN|DK1","Without Sequence","19.93","",""
"28/04/2020 06:00:00 - 28/04/2020 07:00:00","BZN|DK1","Without Sequence","25.94","",""
"28/04/2020 07:00:00 - 28/04/2020 08:00:00","BZN|DK1","Without Sequence","27.94","",""
"28/04/2020 08:00:00 - 28/04/2020 09:00:00","BZN|DK1","Without Sequence","28.72","",""
"28/04/2020 09:00:00 - 28/04/2020 10:00:00","BZN|DK1","Without Sequence","27.95","",""
"28/04/2020 10:00:00 - 28/04/2020 11:00:00","BZN|DK1","Without Sequence","26.16","",""
"28/04/2020 11:00:00 - 28/04/2020 12:00:00","BZN|DK1","Without Sequence","25.83","",""
"28/04/2020 12:00:00 - 28/04/2020 13:00:00","BZN|DK1","Without Sequence","24.93","",""
"28/04/2020 13:00:00 - 28/04/2020 14:00:00","BZN|DK1","Without Sequence","24.06","",""
"28/04/2020 14:00:00 - 28/04/2020 15:00:00","BZN|DK1","Without Sequence","24.89","",""
"28/04/2020 15:00:00 - 28/04/2020 16:00:00","BZN|DK1","Without Sequence","24.85","",""
"28/04/2020 16:00:00 - 28/04/2020 17:00:00","BZN|DK1","Without Sequence","24.81","",""
"28/04/2020 17:00:00 - 28/04/2020 18:00:00","BZN|DK1","Without Sequence","27.18","",""
"28/04/2020 18:00:00 - 28/04/2020 19:00:00","BZN|DK1","Without Sequence","28.74","",""
"28/04/2020 19:00:00 - 28/04/2020 20:00:00","BZN|DK1","Without Sequence","31.28","",""
"28/04/2020 20:00:00 - 28/04/2020 21:00:00","BZN|DK1","Without Sequence","29.99","",""
"28/04/2020 21:00:00 - 28/04/2020 22:00:00","BZN|DK1","Without Sequence","27.44","",""
"28/04/2020 22:00:00 - 28/04/2020 23:00:00","BZN|DK1","Without Sequence","24.09","",""
"28/04/2020 23:00:00 - 29/04/2020 00:00:00","BZN|DK1","Without Sequence","21.03","",""
"29/04/2020 00:00:00 - 29/04/2020 01:00:00","BZN|DK1","Without Sequence","19.04","",""
"29/04/2020 01:00:00 - 29/04/2020 02:00:00","BZN|DK1","Without Sequence","17.32","",""
"29/04/2020 02:00:00 - 29/04/2020 03:00:00","BZN|DK1","Without Sequence","16.76","",""
"29/04/2020 03:00:00 - 29/04/2020 04:00:00","BZN|DK1","Without Sequence","16.77","",""
"29/04/2020 04:00:00 - 29/04/2020 05:00:00","BZN|DK1","Without Sequence","17.61","",""
"29/04/2020 05:00:00 - 29/04/2020 06:00:00","BZN|DK1","Without Sequence","20.37","",""
"29/04/2020 06:00:00 - 29/04/2020 07:00:00","BZN|DK1","Without Sequence","24.28","",""
"29/04/2020 07:00:00 - 29/04/2020 08:00:00","BZN|DK1","Without Sequence","27.09","",""
"29/04/2020 08:00:00 - 29/04/2020 09:00:00","BZN|DK1","Without Sequence","30.57","",""
"29/04/2020 09:00:00 - 29/04/2020 10:00:00","BZN|DK1","Without Sequence","30.24","",""
"29/04/2020 10:00:00 - 29/04/2020 11:00:00","BZN|DK1","Without Sequence","27.98","",""
"29/04/2020 11:00:00 - 29/04/2020 12:00:00","BZN|DK1","Without Sequence","26.00","",""
"29/04/2020 12:00:00 - 29/04/2020 13:00:00","BZN|DK1","Without Sequence","23.49","",""
"29/04/2020 13:00:00 - 29/04/2020 14:00:00","BZN|DK1","Without Sequence","19.08","",""
"29/04/2020 14:00:00 - 29/04/2020 15:00:00","BZN|DK1","Without Sequence","18.00","",""
"29/04/2020 15:00:00 - 29/04/2020 16:00:00","BZN|DK1","Without Sequence","17.70","",""
"29/04/2020 16:00:00 - 29/04/2020 17:00:00","BZN|DK1","Without Sequence","18.43","",""
"29/04/2020 17:00:00 - 29/04/2020 18:00:00","BZN|DK1","Without Sequence","21.59","",""
"29/04/2020 18:00:00 - 29/04/2020 19:00:00","BZN|DK1","Without Sequence","25.26","",""
"29/04/2020 19:00:00 - 29/04/2020 20:00:00","BZN|DK1","Without Sequence","28.07","",""
"29/04/2020 20:00:00 - 29/04/2020 21:00:00","BZN|DK1","Without Sequence","29.37","",""
"29/04/2020 21:00:00 - 29/04/2020 22:00:00","BZN|DK1","Without Sequence","26.78","",""
"29/04/2020 22:00:00 - 29/04/2020 23:00:00","BZN|DK1","Without Sequence","11.92","",""
"29/04/2020 23:00:00 - 30/04/2020 00:00:00","BZN|DK1","Without Sequence","7.66","",""
"30/04/2020 00:00:00 - 30/04/2020 01:00:00","BZN|DK1","Without Sequence","7.53","",""
"30/04/2020 01:00:00 - 30/04/2020 02:00:00","BZN|DK1","Without Sequence","7.44","",""
"30/04/2020 02:00:00 - 30/04/2020 03:00:00","BZN|DK1","Without Sequence","7.30","",""
"30/04/2020 03:00:00 - 30/04/2020 04:00:00","BZN|DK1","Without Sequence","7.23","",""
"30/04/2020 04:00:00 - 30/04/2020 05:00:00","BZN|DK1","Without Sequence","7.24","",""
"30/04/2020 05:00:00 - 30/04/2020 06:00:00","BZN|DK1","Without Sequence","7.74","",""
"30/04/2020 06:00:00 - 30/04/2020 07:00:00","BZN|DK1","Without Sequence","9.00","",""
"30/04/2020 07:00:00 - 30/04/2020 08:00:00","BZN|DK1","Without Sequence","18.70","",""
"30/04/2020 08:00:00 - 30/04/2020 09:00:00","BZN|DK1","Without Sequence","23.90","",""
"30/04/2020 09:00:00 - 30/04/2020 10:00:00","BZN|DK1","Without Sequence","22.56","",""
"30/04/2020 10:00:00 - 30/04/2020 11:00:00","BZN|DK1","Without Sequence","20.80","",""
"30/04/2020 11:00:00 - 30/04/2020 12:00:00","BZN|DK1","Without Sequence","20.06","",""
"30/04/2020 12:00:00 - 30/04/2020 13:00:00","BZN|DK1","Without Sequence","12.96","",""
"30/04/2020 13:00:00 - 30/04/2020 14:00:00","BZN|DK1","Without Sequence","9.25","",""
"30/04/2020 14:00:00 - 30/04/2020 15:00:00","BZN|DK1","Without Sequence","7.93","",""
"30/04/2020 15:00:00 - 30/04/2020 16:00:00","BZN|DK1","Without Sequence","9.69","",""
"30/04/2020 16:00:00 - 30/04/2020 17:00:00","BZN|DK1","Without Sequence","13.65","",""
"30/04/2020 17:00:00 - 30/04/2020 18:00:00","BZN|DK1","Without Sequence","22.57","",""
"30/04/2020 18:00:00 - 30/04/2020 19:00:00","BZN|DK1","Without Sequence","25.85","",""
"30/04/2020 19:00:00 - 30/04/2020 20:00:00","BZN|DK1","Without Sequence","34.74","",""
"30/04/2020 20:00:00 - 30/04/2020 21:00:00","BZN|DK1","Without Sequence","34.66","",""
"30/04/2020 21:00:00 - 30/04/2020 22:00:00","BZN|DK1","Without Sequence","27.85","",""
"30/04/2020 22:00:00 - 30/04/2020 23:00:00","BZN|DK1","Without Sequence","21.38","",""
"30/04/2020 23:00:00 - 01/05/2020 00:00:00","BZN|DK1","Without Sequence","13.64","",""
"01/05/2020 00:00:00 - 01/05/2020 01:00:00","BZN|DK1","Without Sequence","5.50","",""
"01/05/2020 01:00:00 - 01/05/2020 02:00:00","BZN|DK1","Without Sequence","5.35","",""
"01/05/2020 02:00:00 - 01/05/2020 03:00:00","BZN|DK1","Without Sequence","3.82","",""
"01/05/2020 03:00:00 - 01/05/2020 04:00:00","BZN|DK1","Without Sequence","2.63","",""
"01/05/2020 04:00:00 - 01/05/2020 05:00:00","BZN|DK1","Without Sequence","4.50","",""
"01/05/2020 05:00:00 - 01/05/2020 06:00:00","BZN|DK1","Without Sequence","4.70","",""
"01/05/2020 06:00:00 - 01/05/2020 07:00:00","BZN|DK1","Without Sequence","4.47","",""
"01/05/2020 07:00:00 - 01/05/2020 08:00:00","BZN|DK1","Without Sequence","4.79","",""
"01/05/2020 08:00:00 - 01/05/2020 09:00:00","BZN|DK1","Without Sequence","5.14","",""
"01/05/2020 09:00:00 - 01/05/2020 10:00:00","BZN|DK1","Without Sequence","5.28","",""
"01/05/2020 10:00:00 - 01/05/2020 11:00:00","BZN|DK1","Without Sequence","5.30","",""
"01/05/2020 11:00:00 - 01/05/2020 12:00:00","BZN|DK1","Without Sequence","5.28","",""
"01/05/2020 12:00:00 - 01/05/2020 13:00:00","BZN|DK1","Without Sequence","5.20","",""
"01/05/2020 13:00:00 - 01/05/2020 14:00:00","BZN|DK1","Without Sequence","5.16","",""
"01/05/2020 14:00:00 - 01/05/2020 15:00:00","BZN|DK1","Without Sequence","5.19","",""
"01/05/2020 15:00:00 - 01/05/2020 16:00:00","BZN|DK1","Without Sequence","3.25","",""
"01/05/2020 16:00:00 - 01/05/2020 17:00:00","BZN|DK1","Without Sequence","1.95","",""
"01/05/2020 17:00:00 - 01/05/2020 18:00:00","BZN|DK1","Without Sequence","7.88","",""
"01/05/2020 18:00:00 - 01/05/2020 19:00:00","BZN|DK1","Without Sequence","18.99","",""
"01/05/2020 19:00:00 - 01/05/2020 20:00:00","BZN|DK1","Without Sequence","23.50","",""
"01/05/2020 20:00:00 - 01/05/2020 21:00:00","BZN|DK1","Without Sequence","28.43","",""
"01/05/2020 21:00:00 - 01/05/2020 22:00:00","BZN|DK1","Without Sequence","26.88","",""
"01/05/2020 22:00:00 - 01/05/2020 23:00:00","BZN|DK1","Without Sequence","20.91","",""
"01/05/2020 23:00:00 - 02/05/2020 00:00:00","BZN|DK1","Without Sequence","16.00","",""
"02/05/2020 00:00:00 - 02/05/2020 01:00:00","BZN|DK1","Without Sequence","12.20","",""
"02/05/2020 01:00:00 - 02/05/2020 02:00:00","BZN|DK1","Without Sequence","10.00","",""
"02/05/2020 02:00:00 - 02/05/2020 03:00:00","BZN|DK1","Without Sequence","10.00","",""
"02/05/2020 03:00:00 - 02/05/2020 04:00:00","BZN|DK1","Without Sequence","8.00","",""
"02/05/2020 04:00:00 - 02/05/2020 05:00:00","BZN|DK1","Without Sequence","8.00","",""
"02/05/2020 05:00:00 - 02/05/2020 06:00:00","BZN|DK1","Without Sequence","8.00","",""
"02/05/2020 06:00:00 - 02/05/2020 07:00:00","BZN|DK1","Without Sequence","7.20","",""
"02/05/2020 07:00:00 - 02/05/2020 08:00:00","BZN|DK1","Without Sequence","8.00","",""
"02/05/2020 08:00:00 - 02/05/2020 09:00:00","BZN|DK1","Without Sequence","10.30","",""
"02/05/2020 09:00:00 - 02/05/2020 10:00:00","BZN|DK1","Without Sequence","10.55","",""
"02/05/2020 10:00:00 - 02/05/2020 11:00:00","BZN|DK1","Without Sequence","10.70","",""
"02/05/2020 11:00:00 - 02/05/2020 12:00:00","BZN|DK1","Without Sequence","11.28","",""
"02/05/2020 12:00:00 - 02/05/2020 13:00:00","BZN|DK1","Without Sequence","10.01","",""
"02/05/2020 13:00:00 - 02/05/2020 14:00:00","BZN|DK1","Without Sequence","7.35","",""
"02/05/2020 14:00:00 - 02/05/2020 15:00:00","BZN|DK1","Without Sequence","5.65","",""
"02/05/2020 15:00:00 - 02/05/2020 16:00:00","BZN|DK1","Without Sequence","5.25","",""
"02/05/2020 16:00:00 - 02/05/2020 17:00:00","BZN|DK1","Without Sequence","5.66","",""
"02/05/2020 17:00:00 - 02/05/2020 18:00:00","BZN|DK1","Without Sequence","8.50","",""
"02/05/2020 18:00:00 - 02/05/2020 19:00:00","BZN|DK1","Without Sequence","17.93","",""
"02/05/2020 19:00:00 - 02/05/2020 20:00:00","BZN|DK1","Without Sequence","25.51","",""
"02/05/2020 20:00:00 - 02/05/2020 21:00:00","BZN|DK1","Without Sequence","28.04","",""
"02/05/2020 21:00:00 - 02/05/2020 22:00:00","BZN|DK1","Without Sequence","26.37","",""
"02/05/2020 22:00:00 - 02/05/2020 23:00:00","BZN|DK1","Without Sequence","24.38","",""
"02/05/2020 23:00:00 - 03/05/2020 00:00:00","BZN|DK1","Without Sequence","20.32","",""
"03/05/2020 00:00:00 - 03/05/2020 01:00:00","BZN|DK1","Without Sequence","18.00","",""
"03/05/2020 01:00:00 - 03/05/2020 02:00:00","BZN|DK1","Without Sequence","8.11","",""
"03/05/2020 02:00:00 - 03/05/2020 03:00:00","BZN|DK1","Without Sequence","7.75","",""
"03/05/2020 03:00:00 - 03/05/2020 04:00:00","BZN|DK1","Without Sequence","7.87","",""
"03/05/2020 04:00:00 - 03/05/2020 05:00:00","BZN|DK1","Without Sequence","7.75","",""
"03/05/2020 05:00:00 - 03/05/2020 06:00:00","BZN|DK1","Without Sequence","7.75","",""
"03/05/2020 06:00:00 - 03/05/2020 07:00:00","BZN|DK1","Without Sequence","7.86","",""
"03/05/2020 07:00:00 - 03/05/2020 08:00:00","BZN|DK1","Without Sequence","8.41","",""
"03/05/2020 08:00:00 - 03/05/2020 09:00:00","BZN|DK1","Without Sequence","10.00","",""
"03/05/2020 09:00:00 - 03/05/2020 10:00:00","BZN|DK1","Without Sequence","9.40","",""
"03/05/2020 10:00:00 - 03/05/2020 11:00:00","BZN|DK1","Without Sequence","9.70","",""
"03/05/2020 11:00:00 - 03/05/2020 12:00:00","BZN|DK1","Without Sequence","10.00","",""
"03/05/2020 12:00:00 - 03/05/2020 13:00:00","BZN|DK1","Without Sequence","8.55","",""
"03/05/2020 13:00:00 - 03/05/2020 14:00:00","BZN|DK1","Without Sequence","7.06","",""
"03/05/2020 14:00:00 - 03/05/2020 15:00:00","BZN|DK1","Without Sequence","5.84","",""
"03/05/2020 15:00:00 - 03/05/2020 16:00:00","BZN|DK1","Without Sequence","5.57","",""
"03/05/2020 16:00:00 - 03/05/2020 17:00:00","BZN|DK1","Without Sequence","7.04","",""
"03/05/2020 17:00:00 - 03/05/2020 18:00:00","BZN|DK1","Without Sequence","7.49","",""
"03/05/2020 18:00:00 - 03/05/2020 19:00:00","BZN|DK1","Without Sequence","12.67","",""
"03/05/2020 19:00:00 - 03/05/2020 20:00:00","BZN|DK1","Without Sequence","19.33","",""
"03/05/2020 20:00:00 - 03/05/2020 21:00:00","BZN|DK1","Without Sequence","26.09","",""
"03/05/2020 21:00:00 - 03/05/2020 22:00:00","BZN|DK1","Without Sequence","28.96","",""
"03/05/2020 22:00:00 - 03/05/2020 23:00:00","BZN|DK1","Without Sequence","11.96","",""
"03/05/2020 23:00:00 - 04/05/2020 00:00:00","BZN|DK1","Without Sequence","7.18","",""
"04/05/2020 00:00:00 - 04/05/2020 01:00:00","BZN|DK1","Without Sequence","7.13","",""
"04/05/2020 01:00:00 - 04/05/2020 02:00:00","BZN|DK1","Without Sequence","6.89","",""
"04/05/2020 02:00:00 - 04/05/2020 03:00:00","BZN|DK1","Without Sequence","6.78","",""
"04/05/2020 03:00:00 - 04/05/2020 04:00:00","BZN|DK1","Without Sequence","6.85","",""
"04/05/2020 04:00:00 - 04/05/2020 05:00:00","BZN|DK1","Without Sequence","7.13","",""
"04/05/2020 05:00:00 - 04/05/2020 06:00:00","BZN|DK1","Without Sequence","13.22","",""
"04/05/2020 06:00:00 - 04/05/2020 07:00:00","BZN|DK1","Without Sequence","30.48","",""
"04/05/2020 07:00:00 - 04/05/2020 08:00:00","BZN|DK1","Without Sequence","37.63","",""
"04/05/2020 08:00:00 - 04/05/2020 09:00:00","BZN|DK1","Without Sequence","32.57","",""
"04/05/2020 09:00:00 - 04/05/2020 10:00:00","BZN|DK1","Without Sequence","31.71","",""
"04/05/2020 10:00:00 - 04/05/2020 11:00:00","BZN|DK1","Without Sequence","25.00","",""
"04/05/2020 11:00:00 - 04/05/2020 12:00:00","BZN|DK1","Without Sequence","16.00","",""
"04/05/2020 12:00:00 - 04/05/2020 13:00:00","BZN|DK1","Without Sequence","21.94","",""
"04/05/2020 13:00:00 - 04/05/2020 14:00:00","BZN|DK1","Without Sequence","15.00","",""
"04/05/2020 14:00:00 - 04/05/2020 15:00:00","BZN|DK1","Without Sequence","18.43","",""
"04/05/2020 15:00:00 - 04/05/2020 16:00:00","BZN|DK1","Without Sequence","15.02","",""
"04/05/2020 16:00:00 - 04/05/2020 17:00:00","BZN|DK1","Without Sequence","13.35","",""
"04/05/2020 17:00:00 - 04/05/2020 18:00:00","BZN|DK1","Without Sequence","21.37","",""
"04/05/2020 18:00:00 - 04/05/2020 19:00:00","BZN|DK1","Without Sequence","23.39","",""
"04/05/2020 19:00:00 - 04/05/2020 20:00:00","BZN|DK1","Without Sequence","27.05","",""
"04/05/2020 20:00:00 - 04/05/2020 21:00:00","BZN|DK1","Without Sequence","28.03","",""
"04/05/2020 21:00:00 - 04/05/2020 22:00:00","BZN|DK1","Without Sequence","25.58","",""
"04/05/2020 22:00:00 - 04/05/2020 23:00:00","BZN|DK1","Without Sequence","22.51","",""
"04/05/2020 23:00:00 - 05/05/2020 00:00:00","BZN|DK1","Without Sequence","19.89","",""
"05/05/2020 00:00:00 - 05/05/2020 01:00:00","BZN|DK1","Without Sequence","17.99","",""
"05/05/2020 01:00:00 - 05/05/2020 02:00:00","BZN|DK1","Without Sequence","16.62","",""
"05/05/2020 02:00:00 - 05/05/2020 03:00:00","BZN|DK1","Without Sequence","16.98","",""
"05/05/2020 03:00:00 - 05/05/2020 04:00:00","BZN|DK1","Without Sequence","17.78","",""
"05/05/2020 04:00:00 - 05/05/2020 05:00:00","BZN|DK1","Without Sequence","17.80","",""
"05/05/2020 05:00:00 - 05/05/2020 06:00:00","BZN|DK1","Without Sequence","19.62","",""
"05/05/2020 06:00:00 - 05/05/2020 07:00:00","BZN|DK1","Without Sequence","22.15","",""
"05/05/2020 07:00:00 - 05/05/2020 08:00:00","BZN|DK1","Without Sequence","27.61","",""
"05/05/2020 08:00:00 - 05/05/2020 09:00:00","BZN|DK1","Without Sequence","26.06","",""
"05/05/2020 09:00:00 - 05/05/2020 10:00:00","BZN|DK1","Without Sequence","22.35","",""
"05/05/2020 10:00:00 - 05/05/2020 11:00:00","BZN|DK1","Without Sequence","19.92","",""
"05/05/2020 11:00:00 - 05/05/2020 12:00:00","BZN|DK1","Without Sequence","21.02","",""
"05/05/2020 12:00:00 - 05/05/2020 13:00:00","BZN|DK1","Without Sequence","20.27","",""
"05/05/2020 13:00:00 - 05/05/2020 14:00:00","BZN|DK1","Without Sequence","19.10","",""
"05/05/2020 14:00:00 - 05/05/2020 15:00:00","BZN|DK1","Without Sequence","17.16","",""
"05/05/2020 15:00:00 - 05/05/2020 16:00:00","BZN|DK1","Without Sequence","16.12","",""
"05/05/2020 16:00:00 - 05/05/2020 17:00:00","BZN|DK1","Without Sequence","17.31","",""
"05/05/2020 17:00:00 - 05/05/2020 18:00:00","BZN|DK1","Without Sequence","20.42","",""
"05/05/2020 18:00:00 - 05/05/2020 19:00:00","BZN|DK1","Without Sequence","24.10","",""
"05/05/2020 19:00:00 - 05/05/2020 20:00:00","BZN|DK1","Without Sequence","27.58","",""
"05/05/2020 20:00:00 - 05/05/2020 21:00:00","BZN|DK1","Without Sequence","30.42","",""
"05/05/2020 21:00:00 - 05/05/2020 22:00:00","BZN|DK1","Without Sequence","27.34","",""
"05/05/2020 22:00:00 - 05/05/2020 23:00:00","BZN|DK1","Without Sequence","25.34","",""
"05/05/2020 23:00:00 - 06/05/2020 00:00:00","BZN|DK1","Without Sequence","23.24","",""
