"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/01/2023 04:00:00 - 02/01/2023 05:00:00","BZN|DK1","Without Sequence","50.08","",""
"02/01/2023 05:00:00 - 02/01/2023 06:00:00","BZN|DK1","Without Sequence","77.09","",""
"02/01/2023 06:00:00 - 02/01/2023 07:00:00","BZN|DK1","Without Sequence","105.08","",""
"02/01/2023 07:00:00 - 02/01/2023 08:00:00","BZN|DK1","Without Sequence","140.64","",""
"02/01/2023 08:00:00 - 02/01/2023 09:00:00","BZN|DK1","Without Sequence","145.98","",""
"02/01/2023 09:00:00 - 02/01/2023 10:00:00","BZN|DK1","Without Sequence","147.05","",""
"02/01/2023 10:00:00 - 02/01/2023 11:00:00","BZN|DK1","Without Sequence","145.61","",""
"02/01/2023 11:00:00 - 02/01/2023 12:00:00","BZN|DK1","Without Sequence","143.35","",""
"02/01/2023 12:00:00 - 02/01/2023 13:00:00","BZN|DK1","Without Sequence","144.38","",""
"02/01/2023 13:00:00 - 02/01/2023 14:00:00","BZN|DK1","Without Sequence","143.76","",""
"02/01/2023 14:00:00 - 02/01/2023 15:00:00","BZN|DK1","Without Sequence","148.20","",""
"02/01/2023 15:00:00 - 02/01/2023 16:00:00","BZN|DK1","Without Sequence","155.34","",""
"02/01/2023 16:00:00 - 02/01/2023 17:00:00","BZN|DK1","Without Sequence","162.89","",""
"02/01/2023 17:00:00 - 02/01/2023 18:00:00","BZN|DK1","Without Sequence","170.00","",""
"02/01/2023 18:00:00 - 02/01/2023 19:00:00","BZN|DK1","Without Sequence","174.74","",""
"02/01/2023 19:00:00 - 02/01/2023 20:00:00","BZN|DK1","Without Sequence","164.46","",""
"02/01/2023 20:00:00 - 02/01/2023 21:00:00","BZN|DK1","Without Sequence","153.00","",""
"02/01/2023 21:00:00 - 02/01/2023 22:00:00","BZN|DK1","Without Sequence","141.67","",""
"02/01/2023 22:00:00 - 02/01/2023 23:00:00","BZN|DK1","Without Sequence","134.91","",""
"02/01/2023 23:00:00 - 03/01/2023 00:00:00","BZN|DK1","Without Sequence","124.22","",""
"03/01/2023 00:00:00 - 03/01/2023 01:00:00","BZN|DK1","Without Sequence","130.01","",""
"03/01/2023 01:00:00 - 03/01/2023 02:00:00","BZN|DK1","Without Sequence","120.00","",""
"03/01/2023 02:00:00 - 03/01/2023 03:00:00","BZN|DK1","Without Sequence","118.76","",""
"03/01/2023 03:00:00 - 03/01/2023 04:00:00","BZN|DK1","Without Sequence","115.00","",""
"03/01/2023 04:00:00 - 03/01/2023 05:00:00","BZN|DK1","Without Sequence","113.63","",""
"03/01/2023 05:00:00 - 03/01/2023 06:00:00","BZN|DK1","Without Sequence","116.27","",""
"03/01/2023 06:00:00 - 03/01/2023 07:00:00","BZN|DK1","Without Sequence","138.92","",""
"03/01/2023 07:00:00 - 03/01/2023 08:00:00","BZN|DK1","Without Sequence","159.92","",""
"03/01/2023 08:00:00 - 03/01/2023 09:00:00","BZN|DK1","Without Sequence","169.17","",""
"03/01/2023 09:00:00 - 03/01/2023 10:00:00","BZN|DK1","Without Sequence","171.18","",""
"03/01/2023 10:00:00 - 03/01/2023 11:00:00","BZN|DK1","Without Sequence","168.57","",""
"03/01/2023 11:00:00 - 03/01/2023 12:00:00","BZN|DK1","Without Sequence","169.49","",""
"03/01/2023 12:00:00 - 03/01/2023 13:00:00","BZN|DK1","Without Sequence","164.50","",""
"03/01/2023 13:00:00 - 03/01/2023 14:00:00","BZN|DK1","Without Sequence","160.91","",""
"03/01/2023 14:00:00 - 03/01/2023 15:00:00","BZN|DK1","Without Sequence","163.06","",""
"03/01/2023 15:00:00 - 03/01/2023 16:00:00","BZN|DK1","Without Sequence","167.73","",""
"03/01/2023 16:00:00 - 03/01/2023 17:00:00","BZN|DK1","Without Sequence","166.61","",""
"03/01/2023 17:00:00 - 03/01/2023 18:00:00","BZN|DK1","Without Sequence","170.72","",""
"03/01/2023 18:00:00 - 03/01/2023 19:00:00","BZN|DK1","Without Sequence","168.93","",""
"03/01/2023 19:00:00 - 03/01/2023 20:00:00","BZN|DK1","Without Sequence","160.99","",""
"03/01/2023 20:00:00 - 03/01/2023 21:00:00","BZN|DK1","Without Sequence","149.62","",""
"03/01/2023 21:00:00 - 03/01/2023 22:00:00","BZN|DK1","Without Sequence","130.99","",""
"03/01/2023 22:00:00 - 03/01/2023 23:00:00","BZN|DK1","Without Sequence","114.27","",""
"03/01/2023 23:00:00 - 04/01/2023 00:00:00","BZN|DK1","Without Sequence","93.66","",""
"04/01/2023 00:00:00 - 04/01/2023 01:00:00","BZN|DK1","Without Sequence","80.89","",""
"04/01/2023 01:00:00 - 04/01/2023 02:00:00","BZN|DK1","Without Sequence","70.67","",""
"04/01/2023 02:00:00 - 04/01/2023 03:00:00","BZN|DK1","Without Sequence","40.00","",""
"04/01/2023 03:00:00 - 04/01/2023 04:00:00","BZN|DK1","Without Sequence","8.68","",""
"04/01/2023 04:00:00 - 04/01/2023 05:00:00","BZN|DK1","Without Sequence","0.85","",""
"04/01/2023 05:00:00 - 04/01/2023 06:00:00","BZN|DK1","Without Sequence","11.02","",""
"04/01/2023 06:00:00 - 04/01/2023 07:00:00","BZN|DK1","Without Sequence","61.02","",""
"04/01/2023 07:00:00 - 04/01/2023 08:00:00","BZN|DK1","Without Sequence","79.20","",""
"04/01/2023 08:00:00 - 04/01/2023 09:00:00","BZN|DK1","Without Sequence","84.20","",""
"04/01/2023 09:00:00 - 04/01/2023 10:00:00","BZN|DK1","Without Sequence","83.32","",""
"04/01/2023 10:00:00 - 04/01/2023 11:00:00","BZN|DK1","Without Sequence","70.07","",""
"04/01/2023 11:00:00 - 04/01/2023 12:00:00","BZN|DK1","Without Sequence","79.74","",""
"04/01/2023 12:00:00 - 04/01/2023 13:00:00","BZN|DK1","Without Sequence","80.89","",""
"04/01/2023 13:00:00 - 04/01/2023 14:00:00","BZN|DK1","Without Sequence","79.72","",""
"04/01/2023 14:00:00 - 04/01/2023 15:00:00","BZN|DK1","Without Sequence","80.22","",""
"04/01/2023 15:00:00 - 04/01/2023 16:00:00","BZN|DK1","Without Sequence","79.74","",""
"04/01/2023 16:00:00 - 04/01/2023 17:00:00","BZN|DK1","Without Sequence","80.82","",""
"04/01/2023 17:00:00 - 04/01/2023 18:00:00","BZN|DK1","Without Sequence","86.16","",""
"04/01/2023 18:00:00 - 04/01/2023 19:00:00","BZN|DK1","Without Sequence","72.28","",""
"04/01/2023 19:00:00 - 04/01/2023 20:00:00","BZN|DK1","Without Sequence","66.61","",""
"04/01/2023 20:00:00 - 04/01/2023 21:00:00","BZN|DK1","Without Sequence","43.20","",""
"04/01/2023 21:00:00 - 04/01/2023 22:00:00","BZN|DK1","Without Sequence","31.25","",""
"04/01/2023 22:00:00 - 04/01/2023 23:00:00","BZN|DK1","Without Sequence","34.96","",""
"04/01/2023 23:00:00 - 05/01/2023 00:00:00","BZN|DK1","Without Sequence","9.09","",""
"05/01/2023 00:00:00 - 05/01/2023 01:00:00","BZN|DK1","Without Sequence","0.09","",""
"05/01/2023 01:00:00 - 05/01/2023 02:00:00","BZN|DK1","Without Sequence","0.10","",""
"05/01/2023 02:00:00 - 05/01/2023 03:00:00","BZN|DK1","Without Sequence","0.12","",""
"05/01/2023 03:00:00 - 05/01/2023 04:00:00","BZN|DK1","Without Sequence","0.12","",""
"05/01/2023 04:00:00 - 05/01/2023 05:00:00","BZN|DK1","Without Sequence","2.23","",""
"05/01/2023 05:00:00 - 05/01/2023 06:00:00","BZN|DK1","Without Sequence","10.07","",""
"05/01/2023 06:00:00 - 05/01/2023 07:00:00","BZN|DK1","Without Sequence","61.04","",""
"05/01/2023 07:00:00 - 05/01/2023 08:00:00","BZN|DK1","Without Sequence","87.19","",""
"05/01/2023 08:00:00 - 05/01/2023 09:00:00","BZN|DK1","Without Sequence","95.84","",""
"05/01/2023 09:00:00 - 05/01/2023 10:00:00","BZN|DK1","Without Sequence","125.55","",""
"05/01/2023 10:00:00 - 05/01/2023 11:00:00","BZN|DK1","Without Sequence","131.92","",""
"05/01/2023 11:00:00 - 05/01/2023 12:00:00","BZN|DK1","Without Sequence","143.07","",""
"05/01/2023 12:00:00 - 05/01/2023 13:00:00","BZN|DK1","Without Sequence","140.91","",""
"05/01/2023 13:00:00 - 05/01/2023 14:00:00","BZN|DK1","Without Sequence","142.58","",""
"05/01/2023 14:00:00 - 05/01/2023 15:00:00","BZN|DK1","Without Sequence","151.03","",""
"05/01/2023 15:00:00 - 05/01/2023 16:00:00","BZN|DK1","Without Sequence","159.48","",""
"05/01/2023 16:00:00 - 05/01/2023 17:00:00","BZN|DK1","Without Sequence","172.73","",""
"05/01/2023 17:00:00 - 05/01/2023 18:00:00","BZN|DK1","Without Sequence","194.70","",""
"05/01/2023 18:00:00 - 05/01/2023 19:00:00","BZN|DK1","Without Sequence","194.67","",""
"05/01/2023 19:00:00 - 05/01/2023 20:00:00","BZN|DK1","Without Sequence","177.98","",""
"05/01/2023 20:00:00 - 05/01/2023 21:00:00","BZN|DK1","Without Sequence","163.99","",""
"05/01/2023 21:00:00 - 05/01/2023 22:00:00","BZN|DK1","Without Sequence","152.00","",""
"05/01/2023 22:00:00 - 05/01/2023 23:00:00","BZN|DK1","Without Sequence","144.64","",""
"05/01/2023 23:00:00 - 06/01/2023 00:00:00","BZN|DK1","Without Sequence","127.00","",""
"06/01/2023 00:00:00 - 06/01/2023 01:00:00","BZN|DK1","Without Sequence","107.21","",""
"06/01/2023 01:00:00 - 06/01/2023 02:00:00","BZN|DK1","Without Sequence","101.10","",""
"06/01/2023 02:00:00 - 06/01/2023 03:00:00","BZN|DK1","Without Sequence","96.73","",""
"06/01/2023 03:00:00 - 06/01/2023 04:00:00","BZN|DK1","Without Sequence","82.34","",""
"06/01/2023 04:00:00 - 06/01/2023 05:00:00","BZN|DK1","Without Sequence","81.93","",""
"06/01/2023 05:00:00 - 06/01/2023 06:00:00","BZN|DK1","Without Sequence","84.03","",""
"06/01/2023 06:00:00 - 06/01/2023 07:00:00","BZN|DK1","Without Sequence","97.25","",""
"06/01/2023 07:00:00 - 06/01/2023 08:00:00","BZN|DK1","Without Sequence","106.51","",""
"06/01/2023 08:00:00 - 06/01/2023 09:00:00","BZN|DK1","Without Sequence","120.70","",""
"06/01/2023 09:00:00 - 06/01/2023 10:00:00","BZN|DK1","Without Sequence","116.86","",""
"06/01/2023 10:00:00 - 06/01/2023 11:00:00","BZN|DK1","Without Sequence","112.85","",""
"06/01/2023 11:00:00 - 06/01/2023 12:00:00","BZN|DK1","Without Sequence","113.37","",""
"06/01/2023 12:00:00 - 06/01/2023 13:00:00","BZN|DK1","Without Sequence","115.00","",""
"06/01/2023 13:00:00 - 06/01/2023 14:00:00","BZN|DK1","Without Sequence","109.78","",""
"06/01/2023 14:00:00 - 06/01/2023 15:00:00","BZN|DK1","Without Sequence","119.71","",""
"06/01/2023 15:00:00 - 06/01/2023 16:00:00","BZN|DK1","Without Sequence","125.83","",""
"06/01/2023 16:00:00 - 06/01/2023 17:00:00","BZN|DK1","Without Sequence","139.57","",""
"06/01/2023 17:00:00 - 06/01/2023 18:00:00","BZN|DK1","Without Sequence","155.22","",""
"06/01/2023 18:00:00 - 06/01/2023 19:00:00","BZN|DK1","Without Sequence","150.09","",""
"06/01/2023 19:00:00 - 06/01/2023 20:00:00","BZN|DK1","Without Sequence","146.15","",""
"06/01/2023 20:00:00 - 06/01/2023 21:00:00","BZN|DK1","Without Sequence","139.10","",""
"06/01/2023 21:00:00 - 06/01/2023 22:00:00","BZN|DK1","Without Sequence","131.80","",""
"06/01/2023 22:00:00 - 06/01/2023 23:00:00","BZN|DK1","Without Sequence","129.94","",""
"06/01/2023 23:00:00 - 07/01/2023 00:00:00","BZN|DK1","Without Sequence","121.30","",""
"07/01/2023 00:00:00 - 07/01/2023 01:00:00","BZN|DK1","Without Sequence","97.15","",""
"07/01/2023 01:00:00 - 07/01/2023 02:00:00","BZN|DK1","Without Sequence","98.43","",""
"07/01/2023 02:00:00 - 07/01/2023 03:00:00","BZN|DK1","Without Sequence","96.05","",""
"07/01/2023 03:00:00 - 07/01/2023 04:00:00","BZN|DK1","Without Sequence","87.97","",""
"07/01/2023 04:00:00 - 07/01/2023 05:00:00","BZN|DK1","Without Sequence","82.99","",""
"07/01/2023 05:00:00 - 07/01/2023 06:00:00","BZN|DK1","Without Sequence","83.59","",""
"07/01/2023 06:00:00 - 07/01/2023 07:00:00","BZN|DK1","Without Sequence","90.76","",""
"07/01/2023 07:00:00 - 07/01/2023 08:00:00","BZN|DK1","Without Sequence","103.21","",""
"07/01/2023 08:00:00 - 07/01/2023 09:00:00","BZN|DK1","Without Sequence","111.86","",""
"07/01/2023 09:00:00 - 07/01/2023 10:00:00","BZN|DK1","Without Sequence","112.00","",""
"07/01/2023 10:00:00 - 07/01/2023 11:00:00","BZN|DK1","Without Sequence","100.00","",""
"07/01/2023 11:00:00 - 07/01/2023 12:00:00","BZN|DK1","Without Sequence","88.32","",""
"07/01/2023 12:00:00 - 07/01/2023 13:00:00","BZN|DK1","Without Sequence","87.90","",""
"07/01/2023 13:00:00 - 07/01/2023 14:00:00","BZN|DK1","Without Sequence","94.05","",""
"07/01/2023 14:00:00 - 07/01/2023 15:00:00","BZN|DK1","Without Sequence","88.98","",""
"07/01/2023 15:00:00 - 07/01/2023 16:00:00","BZN|DK1","Without Sequence","85.56","",""
"07/01/2023 16:00:00 - 07/01/2023 17:00:00","BZN|DK1","Without Sequence","94.10","",""
"07/01/2023 17:00:00 - 07/01/2023 18:00:00","BZN|DK1","Without Sequence","96.81","",""
"07/01/2023 18:00:00 - 07/01/2023 19:00:00","BZN|DK1","Without Sequence","99.52","",""
"07/01/2023 19:00:00 - 07/01/2023 20:00:00","BZN|DK1","Without Sequence","94.58","",""
"07/01/2023 20:00:00 - 07/01/2023 21:00:00","BZN|DK1","Without Sequence","87.86","",""
"07/01/2023 21:00:00 - 07/01/2023 22:00:00","BZN|DK1","Without Sequence","61.47","",""
"07/01/2023 22:00:00 - 07/01/2023 23:00:00","BZN|DK1","Without Sequence","50.00","",""
"07/01/2023 23:00:00 - 08/01/2023 00:00:00","BZN|DK1","Without Sequence","38.25","",""
"08/01/2023 00:00:00 - 08/01/2023 01:00:00","BZN|DK1","Without Sequence","10.93","",""
"08/01/2023 01:00:00 - 08/01/2023 02:00:00","BZN|DK1","Without Sequence","9.07","",""
"08/01/2023 02:00:00 - 08/01/2023 03:00:00","BZN|DK1","Without Sequence","9.10","",""
"08/01/2023 03:00:00 - 08/01/2023 04:00:00","BZN|DK1","Without Sequence","4.16","",""
"08/01/2023 04:00:00 - 08/01/2023 05:00:00","BZN|DK1","Without Sequence","5.58","",""
"08/01/2023 05:00:00 - 08/01/2023 06:00:00","BZN|DK1","Without Sequence","9.92","",""
"08/01/2023 06:00:00 - 08/01/2023 07:00:00","BZN|DK1","Without Sequence","9.02","",""
"08/01/2023 07:00:00 - 08/01/2023 08:00:00","BZN|DK1","Without Sequence","16.47","",""
"08/01/2023 08:00:00 - 08/01/2023 09:00:00","BZN|DK1","Without Sequence","49.42","",""
"08/01/2023 09:00:00 - 08/01/2023 10:00:00","BZN|DK1","Without Sequence","82.80","",""
"08/01/2023 10:00:00 - 08/01/2023 11:00:00","BZN|DK1","Without Sequence","93.70","",""
"08/01/2023 11:00:00 - 08/01/2023 12:00:00","BZN|DK1","Without Sequence","103.87","",""
"08/01/2023 12:00:00 - 08/01/2023 13:00:00","BZN|DK1","Without Sequence","101.69","",""
"08/01/2023 13:00:00 - 08/01/2023 14:00:00","BZN|DK1","Without Sequence","99.00","",""
"08/01/2023 14:00:00 - 08/01/2023 15:00:00","BZN|DK1","Without Sequence","104.29","",""
"08/01/2023 15:00:00 - 08/01/2023 16:00:00","BZN|DK1","Without Sequence","103.64","",""
"08/01/2023 16:00:00 - 08/01/2023 17:00:00","BZN|DK1","Without Sequence","109.11","",""
"08/01/2023 17:00:00 - 08/01/2023 18:00:00","BZN|DK1","Without Sequence","118.04","",""
"08/01/2023 18:00:00 - 08/01/2023 19:00:00","BZN|DK1","Without Sequence","122.61","",""
"08/01/2023 19:00:00 - 08/01/2023 20:00:00","BZN|DK1","Without Sequence","109.11","",""
"08/01/2023 20:00:00 - 08/01/2023 21:00:00","BZN|DK1","Without Sequence","103.93","",""
"08/01/2023 21:00:00 - 08/01/2023 22:00:00","BZN|DK1","Without Sequence","98.43","",""
"08/01/2023 22:00:00 - 08/01/2023 23:00:00","BZN|DK1","Without Sequence","99.37","",""
"08/01/2023 23:00:00 - 09/01/2023 00:00:00","BZN|DK1","Without Sequence","81.34","",""
"09/01/2023 00:00:00 - 09/01/2023 01:00:00","BZN|DK1","Without Sequence","75.13","",""
"09/01/2023 01:00:00 - 09/01/2023 02:00:00","BZN|DK1","Without Sequence","64.38","",""
"09/01/2023 02:00:00 - 09/01/2023 03:00:00","BZN|DK1","Without Sequence","60.28","",""
"09/01/2023 03:00:00 - 09/01/2023 04:00:00","BZN|DK1","Without Sequence","39.41","",""
"09/01/2023 04:00:00 - 09/01/2023 05:00:00","BZN|DK1","Without Sequence","47.25","",""
"09/01/2023 05:00:00 - 09/01/2023 06:00:00","BZN|DK1","Without Sequence","69.07","",""
"09/01/2023 06:00:00 - 09/01/2023 07:00:00","BZN|DK1","Without Sequence","107.13","",""
"09/01/2023 07:00:00 - 09/01/2023 08:00:00","BZN|DK1","Without Sequence","160.00","",""
"09/01/2023 08:00:00 - 09/01/2023 09:00:00","BZN|DK1","Without Sequence","180.00","",""
"09/01/2023 09:00:00 - 09/01/2023 10:00:00","BZN|DK1","Without Sequence","177.14","",""
"09/01/2023 10:00:00 - 09/01/2023 11:00:00","BZN|DK1","Without Sequence","159.07","",""
"09/01/2023 11:00:00 - 09/01/2023 12:00:00","BZN|DK1","Without Sequence","160.57","",""
"09/01/2023 12:00:00 - 09/01/2023 13:00:00","BZN|DK1","Without Sequence","140.56","",""
"09/01/2023 13:00:00 - 09/01/2023 14:00:00","BZN|DK1","Without Sequence","137.67","",""
"09/01/2023 14:00:00 - 09/01/2023 15:00:00","BZN|DK1","Without Sequence","143.57","",""
"09/01/2023 15:00:00 - 09/01/2023 16:00:00","BZN|DK1","Without Sequence","151.02","",""
"09/01/2023 16:00:00 - 09/01/2023 17:00:00","BZN|DK1","Without Sequence","161.96","",""
"09/01/2023 17:00:00 - 09/01/2023 18:00:00","BZN|DK1","Without Sequence","174.34","",""
"09/01/2023 18:00:00 - 09/01/2023 19:00:00","BZN|DK1","Without Sequence","182.18","",""
"09/01/2023 19:00:00 - 09/01/2023 20:00:00","BZN|DK1","Without Sequence","170.24","",""
"09/01/2023 20:00:00 - 09/01/2023 21:00:00","BZN|DK1","Without Sequence","160.51","",""
"09/01/2023 21:00:00 - 09/01/2023 22:00:00","BZN|DK1","Without Sequence","138.93","",""
"09/01/2023 22:00:00 - 09/01/2023 23:00:00","BZN|DK1","Without Sequence","132.00","",""
"09/01/2023 23:00:00 - 10/01/2023 00:00:00","BZN|DK1","Without Sequence","108.31","",""
"10/01/2023 00:00:00 - 10/01/2023 01:00:00","BZN|DK1","Without Sequence","106.02","",""
"10/01/2023 01:00:00 - 10/01/2023 02:00:00","BZN|DK1","Without Sequence","96.71","",""
"10/01/2023 02:00:00 - 10/01/2023 03:00:00","BZN|DK1","Without Sequence","95.14","",""
"10/01/2023 03:00:00 - 10/01/2023 04:00:00","BZN|DK1","Without Sequence","90.36","",""
"10/01/2023 04:00:00 - 10/01/2023 05:00:00","BZN|DK1","Without Sequence","95.61","",""
"10/01/2023 05:00:00 - 10/01/2023 06:00:00","BZN|DK1","Without Sequence","108.60","",""
"10/01/2023 06:00:00 - 10/01/2023 07:00:00","BZN|DK1","Without Sequence","138.13","",""
"10/01/2023 07:00:00 - 10/01/2023 08:00:00","BZN|DK1","Without Sequence","154.73","",""
"10/01/2023 08:00:00 - 10/01/2023 09:00:00","BZN|DK1","Without Sequence","165.33","",""
"10/01/2023 09:00:00 - 10/01/2023 10:00:00","BZN|DK1","Without Sequence","160.42","",""
"10/01/2023 10:00:00 - 10/01/2023 11:00:00","BZN|DK1","Without Sequence","154.73","",""
"10/01/2023 11:00:00 - 10/01/2023 12:00:00","BZN|DK1","Without Sequence","146.45","",""
"10/01/2023 12:00:00 - 10/01/2023 13:00:00","BZN|DK1","Without Sequence","141.22","",""
"10/01/2023 13:00:00 - 10/01/2023 14:00:00","BZN|DK1","Without Sequence","141.68","",""
"10/01/2023 14:00:00 - 10/01/2023 15:00:00","BZN|DK1","Without Sequence","145.41","",""
"10/01/2023 15:00:00 - 10/01/2023 16:00:00","BZN|DK1","Without Sequence","145.92","",""
"10/01/2023 16:00:00 - 10/01/2023 17:00:00","BZN|DK1","Without Sequence","140.11","",""
"10/01/2023 17:00:00 - 10/01/2023 18:00:00","BZN|DK1","Without Sequence","146.34","",""
"10/01/2023 18:00:00 - 10/01/2023 19:00:00","BZN|DK1","Without Sequence","138.80","",""
"10/01/2023 19:00:00 - 10/01/2023 20:00:00","BZN|DK1","Without Sequence","124.44","",""
"10/01/2023 20:00:00 - 10/01/2023 21:00:00","BZN|DK1","Without Sequence","106.15","",""
"10/01/2023 21:00:00 - 10/01/2023 22:00:00","BZN|DK1","Without Sequence","86.53","",""
"10/01/2023 22:00:00 - 10/01/2023 23:00:00","BZN|DK1","Without Sequence","81.30","",""
"10/01/2023 23:00:00 - 11/01/2023 00:00:00","BZN|DK1","Without Sequence","42.96","",""
"11/01/2023 00:00:00 - 11/01/2023 01:00:00","BZN|DK1","Without Sequence","5.00","",""
"11/01/2023 01:00:00 - 11/01/2023 02:00:00","BZN|DK1","Without Sequence","0.16","",""
"11/01/2023 02:00:00 - 11/01/2023 03:00:00","BZN|DK1","Without Sequence","0.08","",""
"11/01/2023 03:00:00 - 11/01/2023 04:00:00","BZN|DK1","Without Sequence","0.01","",""
"11/01/2023 04:00:00 - 11/01/2023 05:00:00","BZN|DK1","Without Sequence","0.04","",""
"11/01/2023 05:00:00 - 11/01/2023 06:00:00","BZN|DK1","Without Sequence","2.75","",""
"11/01/2023 06:00:00 - 11/01/2023 07:00:00","BZN|DK1","Without Sequence","57.88","",""
"11/01/2023 07:00:00 - 11/01/2023 08:00:00","BZN|DK1","Without Sequence","91.11","",""
"11/01/2023 08:00:00 - 11/01/2023 09:00:00","BZN|DK1","Without Sequence","127.44","",""
"11/01/2023 09:00:00 - 11/01/2023 10:00:00","BZN|DK1","Without Sequence","126.54","",""
"11/01/2023 10:00:00 - 11/01/2023 11:00:00","BZN|DK1","Without Sequence","127.63","",""
"11/01/2023 11:00:00 - 11/01/2023 12:00:00","BZN|DK1","Without Sequence","124.81","",""
"11/01/2023 12:00:00 - 11/01/2023 13:00:00","BZN|DK1","Without Sequence","117.47","",""
"11/01/2023 13:00:00 - 11/01/2023 14:00:00","BZN|DK1","Without Sequence","110.54","",""
"11/01/2023 14:00:00 - 11/01/2023 15:00:00","BZN|DK1","Without Sequence","115.74","",""
"11/01/2023 15:00:00 - 11/01/2023 16:00:00","BZN|DK1","Without Sequence","117.70","",""
"11/01/2023 16:00:00 - 11/01/2023 17:00:00","BZN|DK1","Without Sequence","119.20","",""
"11/01/2023 17:00:00 - 11/01/2023 18:00:00","BZN|DK1","Without Sequence","128.28","",""
"11/01/2023 18:00:00 - 11/01/2023 19:00:00","BZN|DK1","Without Sequence","128.76","",""
"11/01/2023 19:00:00 - 11/01/2023 20:00:00","BZN|DK1","Without Sequence","122.70","",""
"11/01/2023 20:00:00 - 11/01/2023 21:00:00","BZN|DK1","Without Sequence","114.56","",""
"11/01/2023 21:00:00 - 11/01/2023 22:00:00","BZN|DK1","Without Sequence","93.47","",""
"11/01/2023 22:00:00 - 11/01/2023 23:00:00","BZN|DK1","Without Sequence","91.71","",""
"11/01/2023 23:00:00 - 12/01/2023 00:00:00","BZN|DK1","Without Sequence","68.54","",""
"12/01/2023 00:00:00 - 12/01/2023 01:00:00","BZN|DK1","Without Sequence","19.88","",""
"12/01/2023 01:00:00 - 12/01/2023 02:00:00","BZN|DK1","Without Sequence","5.55","",""
"12/01/2023 02:00:00 - 12/01/2023 03:00:00","BZN|DK1","Without Sequence","4.69","",""
"12/01/2023 03:00:00 - 12/01/2023 04:00:00","BZN|DK1","Without Sequence","0.10","",""
"12/01/2023 04:00:00 - 12/01/2023 05:00:00","BZN|DK1","Without Sequence","2.73","",""
"12/01/2023 05:00:00 - 12/01/2023 06:00:00","BZN|DK1","Without Sequence","24.94","",""
"12/01/2023 06:00:00 - 12/01/2023 07:00:00","BZN|DK1","Without Sequence","85.72","",""
