"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"04/01/2022 09:00:00 - 04/01/2022 10:00:00","BZN|DK1","Without Sequence","171.63","",""
"04/01/2022 10:00:00 - 04/01/2022 11:00:00","BZN|DK1","Without Sequence","172.29","",""
"04/01/2022 11:00:00 - 04/01/2022 12:00:00","BZN|DK1","Without Sequence","164.62","",""
"04/01/2022 12:00:00 - 04/01/2022 13:00:00","BZN|DK1","Without Sequence","159.98","",""
"04/01/2022 13:00:00 - 04/01/2022 14:00:00","BZN|DK1","Without Sequence","155.69","",""
"04/01/2022 14:00:00 - 04/01/2022 15:00:00","BZN|DK1","Without Sequence","155.16","",""
"04/01/2022 15:00:00 - 04/01/2022 16:00:00","BZN|DK1","Without Sequence","158.45","",""
"04/01/2022 16:00:00 - 04/01/2022 17:00:00","BZN|DK1","Without Sequence","161.35","",""
"04/01/2022 17:00:00 - 04/01/2022 18:00:00","BZN|DK1","Without Sequence","167.76","",""
"04/01/2022 18:00:00 - 04/01/2022 19:00:00","BZN|DK1","Without Sequence","164.46","",""
"04/01/2022 19:00:00 - 04/01/2022 20:00:00","BZN|DK1","Without Sequence","153.88","",""
"04/01/2022 20:00:00 - 04/01/2022 21:00:00","BZN|DK1","Without Sequence","146.81","",""
"04/01/2022 21:00:00 - 04/01/2022 22:00:00","BZN|DK1","Without Sequence","128.75","",""
"04/01/2022 22:00:00 - 04/01/2022 23:00:00","BZN|DK1","Without Sequence","112.96","",""
"04/01/2022 23:00:00 - 05/01/2022 00:00:00","BZN|DK1","Without Sequence","84.11","",""
"05/01/2022 00:00:00 - 05/01/2022 01:00:00","BZN|DK1","Without Sequence","93.87","",""
"05/01/2022 01:00:00 - 05/01/2022 02:00:00","BZN|DK1","Without Sequence","51.69","",""
"05/01/2022 02:00:00 - 05/01/2022 03:00:00","BZN|DK1","Without Sequence","50.04","",""
"05/01/2022 03:00:00 - 05/01/2022 04:00:00","BZN|DK1","Without Sequence","49.53","",""
"05/01/2022 04:00:00 - 05/01/2022 05:00:00","BZN|DK1","Without Sequence","50.07","",""
"05/01/2022 05:00:00 - 05/01/2022 06:00:00","BZN|DK1","Without Sequence","93.39","",""
"05/01/2022 06:00:00 - 05/01/2022 07:00:00","BZN|DK1","Without Sequence","99.16","",""
"05/01/2022 07:00:00 - 05/01/2022 08:00:00","BZN|DK1","Without Sequence","101.15","",""
"05/01/2022 08:00:00 - 05/01/2022 09:00:00","BZN|DK1","Without Sequence","129.56","",""
"05/01/2022 09:00:00 - 05/01/2022 10:00:00","BZN|DK1","Without Sequence","121.09","",""
"05/01/2022 10:00:00 - 05/01/2022 11:00:00","BZN|DK1","Without Sequence","135.05","",""
"05/01/2022 11:00:00 - 05/01/2022 12:00:00","BZN|DK1","Without Sequence","129.99","",""
"05/01/2022 12:00:00 - 05/01/2022 13:00:00","BZN|DK1","Without Sequence","131.97","",""
"05/01/2022 13:00:00 - 05/01/2022 14:00:00","BZN|DK1","Without Sequence","130.67","",""
"05/01/2022 14:00:00 - 05/01/2022 15:00:00","BZN|DK1","Without Sequence","121.39","",""
"05/01/2022 15:00:00 - 05/01/2022 16:00:00","BZN|DK1","Without Sequence","122.42","",""
"05/01/2022 16:00:00 - 05/01/2022 17:00:00","BZN|DK1","Without Sequence","137.28","",""
"05/01/2022 17:00:00 - 05/01/2022 18:00:00","BZN|DK1","Without Sequence","148.09","",""
"05/01/2022 18:00:00 - 05/01/2022 19:00:00","BZN|DK1","Without Sequence","139.88","",""
"05/01/2022 19:00:00 - 05/01/2022 20:00:00","BZN|DK1","Without Sequence","135.75","",""
"05/01/2022 20:00:00 - 05/01/2022 21:00:00","BZN|DK1","Without Sequence","119.93","",""
"05/01/2022 21:00:00 - 05/01/2022 22:00:00","BZN|DK1","Without Sequence","98.09","",""
"05/01/2022 22:00:00 - 05/01/2022 23:00:00","BZN|DK1","Without Sequence","118.71","",""
"05/01/2022 23:00:00 - 06/01/2022 00:00:00","BZN|DK1","Without Sequence","99.68","",""
"06/01/2022 00:00:00 - 06/01/2022 01:00:00","BZN|DK1","Without Sequence","99.85","",""
"06/01/2022 01:00:00 - 06/01/2022 02:00:00","BZN|DK1","Without Sequence","101.32","",""
"06/01/2022 02:00:00 - 06/01/2022 03:00:00","BZN|DK1","Without Sequence","110.01","",""
"06/01/2022 03:00:00 - 06/01/2022 04:00:00","BZN|DK1","Without Sequence","111.55","",""
"06/01/2022 04:00:00 - 06/01/2022 05:00:00","BZN|DK1","Without Sequence","123.37","",""
"06/01/2022 05:00:00 - 06/01/2022 06:00:00","BZN|DK1","Without Sequence","149.94","",""
"06/01/2022 06:00:00 - 06/01/2022 07:00:00","BZN|DK1","Without Sequence","121.09","",""
"06/01/2022 07:00:00 - 06/01/2022 08:00:00","BZN|DK1","Without Sequence","193.79","",""
"06/01/2022 08:00:00 - 06/01/2022 09:00:00","BZN|DK1","Without Sequence","228.92","",""
"06/01/2022 09:00:00 - 06/01/2022 10:00:00","BZN|DK1","Without Sequence","212.90","",""
"06/01/2022 10:00:00 - 06/01/2022 11:00:00","BZN|DK1","Without Sequence","215.50","",""
"06/01/2022 11:00:00 - 06/01/2022 12:00:00","BZN|DK1","Without Sequence","231.90","",""
"06/01/2022 12:00:00 - 06/01/2022 13:00:00","BZN|DK1","Without Sequence","226.00","",""
"06/01/2022 13:00:00 - 06/01/2022 14:00:00","BZN|DK1","Without Sequence","209.20","",""
"06/01/2022 14:00:00 - 06/01/2022 15:00:00","BZN|DK1","Without Sequence","216.06","",""
"06/01/2022 15:00:00 - 06/01/2022 16:00:00","BZN|DK1","Without Sequence","230.77","",""
"06/01/2022 16:00:00 - 06/01/2022 17:00:00","BZN|DK1","Without Sequence","245.95","",""
"06/01/2022 17:00:00 - 06/01/2022 18:00:00","BZN|DK1","Without Sequence","274.11","",""
"06/01/2022 18:00:00 - 06/01/2022 19:00:00","BZN|DK1","Without Sequence","273.44","",""
"06/01/2022 19:00:00 - 06/01/2022 20:00:00","BZN|DK1","Without Sequence","219.77","",""
"06/01/2022 20:00:00 - 06/01/2022 21:00:00","BZN|DK1","Without Sequence","217.91","",""
"06/01/2022 21:00:00 - 06/01/2022 22:00:00","BZN|DK1","Without Sequence","203.31","",""
"06/01/2022 22:00:00 - 06/01/2022 23:00:00","BZN|DK1","Without Sequence","171.31","",""
"06/01/2022 23:00:00 - 07/01/2022 00:00:00","BZN|DK1","Without Sequence","124.70","",""
"07/01/2022 00:00:00 - 07/01/2022 01:00:00","BZN|DK1","Without Sequence","128.92","",""
"07/01/2022 01:00:00 - 07/01/2022 02:00:00","BZN|DK1","Without Sequence","116.65","",""
"07/01/2022 02:00:00 - 07/01/2022 03:00:00","BZN|DK1","Without Sequence","100.54","",""
"07/01/2022 03:00:00 - 07/01/2022 04:00:00","BZN|DK1","Without Sequence","99.47","",""
"07/01/2022 04:00:00 - 07/01/2022 05:00:00","BZN|DK1","Without Sequence","101.74","",""
"07/01/2022 05:00:00 - 07/01/2022 06:00:00","BZN|DK1","Without Sequence","114.99","",""
"07/01/2022 06:00:00 - 07/01/2022 07:00:00","BZN|DK1","Without Sequence","140.19","",""
"07/01/2022 07:00:00 - 07/01/2022 08:00:00","BZN|DK1","Without Sequence","152.64","",""
"07/01/2022 08:00:00 - 07/01/2022 09:00:00","BZN|DK1","Without Sequence","160.97","",""
"07/01/2022 09:00:00 - 07/01/2022 10:00:00","BZN|DK1","Without Sequence","161.85","",""
"07/01/2022 10:00:00 - 07/01/2022 11:00:00","BZN|DK1","Without Sequence","161.37","",""
"07/01/2022 11:00:00 - 07/01/2022 12:00:00","BZN|DK1","Without Sequence","166.06","",""
"07/01/2022 12:00:00 - 07/01/2022 13:00:00","BZN|DK1","Without Sequence","166.54","",""
"07/01/2022 13:00:00 - 07/01/2022 14:00:00","BZN|DK1","Without Sequence","165.97","",""
"07/01/2022 14:00:00 - 07/01/2022 15:00:00","BZN|DK1","Without Sequence","165.36","",""
"07/01/2022 15:00:00 - 07/01/2022 16:00:00","BZN|DK1","Without Sequence","185.03","",""
"07/01/2022 16:00:00 - 07/01/2022 17:00:00","BZN|DK1","Without Sequence","201.56","",""
"07/01/2022 17:00:00 - 07/01/2022 18:00:00","BZN|DK1","Without Sequence","243.11","",""
"07/01/2022 18:00:00 - 07/01/2022 19:00:00","BZN|DK1","Without Sequence","247.72","",""
"07/01/2022 19:00:00 - 07/01/2022 20:00:00","BZN|DK1","Without Sequence","187.50","",""
"07/01/2022 20:00:00 - 07/01/2022 21:00:00","BZN|DK1","Without Sequence","160.50","",""
"07/01/2022 21:00:00 - 07/01/2022 22:00:00","BZN|DK1","Without Sequence","157.95","",""
"07/01/2022 22:00:00 - 07/01/2022 23:00:00","BZN|DK1","Without Sequence","153.90","",""
"07/01/2022 23:00:00 - 08/01/2022 00:00:00","BZN|DK1","Without Sequence","144.76","",""
"08/01/2022 00:00:00 - 08/01/2022 01:00:00","BZN|DK1","Without Sequence","153.03","",""
"08/01/2022 01:00:00 - 08/01/2022 02:00:00","BZN|DK1","Without Sequence","146.08","",""
"08/01/2022 02:00:00 - 08/01/2022 03:00:00","BZN|DK1","Without Sequence","144.64","",""
"08/01/2022 03:00:00 - 08/01/2022 04:00:00","BZN|DK1","Without Sequence","145.74","",""
"08/01/2022 04:00:00 - 08/01/2022 05:00:00","BZN|DK1","Without Sequence","146.97","",""
"08/01/2022 05:00:00 - 08/01/2022 06:00:00","BZN|DK1","Without Sequence","146.88","",""
"08/01/2022 06:00:00 - 08/01/2022 07:00:00","BZN|DK1","Without Sequence","146.56","",""
"08/01/2022 07:00:00 - 08/01/2022 08:00:00","BZN|DK1","Without Sequence","147.18","",""
"08/01/2022 08:00:00 - 08/01/2022 09:00:00","BZN|DK1","Without Sequence","153.66","",""
"08/01/2022 09:00:00 - 08/01/2022 10:00:00","BZN|DK1","Without Sequence","156.07","",""
"08/01/2022 10:00:00 - 08/01/2022 11:00:00","BZN|DK1","Without Sequence","159.08","",""
"08/01/2022 11:00:00 - 08/01/2022 12:00:00","BZN|DK1","Without Sequence","158.50","",""
"08/01/2022 12:00:00 - 08/01/2022 13:00:00","BZN|DK1","Without Sequence","158.79","",""
"08/01/2022 13:00:00 - 08/01/2022 14:00:00","BZN|DK1","Without Sequence","156.07","",""
"08/01/2022 14:00:00 - 08/01/2022 15:00:00","BZN|DK1","Without Sequence","156.18","",""
"08/01/2022 15:00:00 - 08/01/2022 16:00:00","BZN|DK1","Without Sequence","158.89","",""
"08/01/2022 16:00:00 - 08/01/2022 17:00:00","BZN|DK1","Without Sequence","161.00","",""
"08/01/2022 17:00:00 - 08/01/2022 18:00:00","BZN|DK1","Without Sequence","189.90","",""
"08/01/2022 18:00:00 - 08/01/2022 19:00:00","BZN|DK1","Without Sequence","170.71","",""
"08/01/2022 19:00:00 - 08/01/2022 20:00:00","BZN|DK1","Without Sequence","140.23","",""
"08/01/2022 20:00:00 - 08/01/2022 21:00:00","BZN|DK1","Without Sequence","102.54","",""
"08/01/2022 21:00:00 - 08/01/2022 22:00:00","BZN|DK1","Without Sequence","104.85","",""
"08/01/2022 22:00:00 - 08/01/2022 23:00:00","BZN|DK1","Without Sequence","104.80","",""
"08/01/2022 23:00:00 - 09/01/2022 00:00:00","BZN|DK1","Without Sequence","90.05","",""
"09/01/2022 00:00:00 - 09/01/2022 01:00:00","BZN|DK1","Without Sequence","85.03","",""
"09/01/2022 01:00:00 - 09/01/2022 02:00:00","BZN|DK1","Without Sequence","84.40","",""
"09/01/2022 02:00:00 - 09/01/2022 03:00:00","BZN|DK1","Without Sequence","80.24","",""
"09/01/2022 03:00:00 - 09/01/2022 04:00:00","BZN|DK1","Without Sequence","55.46","",""
"09/01/2022 04:00:00 - 09/01/2022 05:00:00","BZN|DK1","Without Sequence","49.29","",""
"09/01/2022 05:00:00 - 09/01/2022 06:00:00","BZN|DK1","Without Sequence","50.64","",""
"09/01/2022 06:00:00 - 09/01/2022 07:00:00","BZN|DK1","Without Sequence","74.29","",""
"09/01/2022 07:00:00 - 09/01/2022 08:00:00","BZN|DK1","Without Sequence","84.44","",""
"09/01/2022 08:00:00 - 09/01/2022 09:00:00","BZN|DK1","Without Sequence","97.26","",""
"09/01/2022 09:00:00 - 09/01/2022 10:00:00","BZN|DK1","Without Sequence","119.97","",""
"09/01/2022 10:00:00 - 09/01/2022 11:00:00","BZN|DK1","Without Sequence","134.96","",""
"09/01/2022 11:00:00 - 09/01/2022 12:00:00","BZN|DK1","Without Sequence","145.82","",""
"09/01/2022 12:00:00 - 09/01/2022 13:00:00","BZN|DK1","Without Sequence","157.14","",""
"09/01/2022 13:00:00 - 09/01/2022 14:00:00","BZN|DK1","Without Sequence","154.66","",""
"09/01/2022 14:00:00 - 09/01/2022 15:00:00","BZN|DK1","Without Sequence","154.88","",""
"09/01/2022 15:00:00 - 09/01/2022 16:00:00","BZN|DK1","Without Sequence","158.37","",""
"09/01/2022 16:00:00 - 09/01/2022 17:00:00","BZN|DK1","Without Sequence","186.37","",""
"09/01/2022 17:00:00 - 09/01/2022 18:00:00","BZN|DK1","Without Sequence","223.30","",""
"09/01/2022 18:00:00 - 09/01/2022 19:00:00","BZN|DK1","Without Sequence","243.19","",""
"09/01/2022 19:00:00 - 09/01/2022 20:00:00","BZN|DK1","Without Sequence","209.65","",""
"09/01/2022 20:00:00 - 09/01/2022 21:00:00","BZN|DK1","Without Sequence","155.07","",""
"09/01/2022 21:00:00 - 09/01/2022 22:00:00","BZN|DK1","Without Sequence","159.38","",""
"09/01/2022 22:00:00 - 09/01/2022 23:00:00","BZN|DK1","Without Sequence","148.23","",""
"09/01/2022 23:00:00 - 10/01/2022 00:00:00","BZN|DK1","Without Sequence","144.79","",""
"10/01/2022 00:00:00 - 10/01/2022 01:00:00","BZN|DK1","Without Sequence","144.28","",""
"10/01/2022 01:00:00 - 10/01/2022 02:00:00","BZN|DK1","Without Sequence","138.09","",""
"10/01/2022 02:00:00 - 10/01/2022 03:00:00","BZN|DK1","Without Sequence","133.81","",""
"10/01/2022 03:00:00 - 10/01/2022 04:00:00","BZN|DK1","Without Sequence","136.44","",""
"10/01/2022 04:00:00 - 10/01/2022 05:00:00","BZN|DK1","Without Sequence","142.99","",""
"10/01/2022 05:00:00 - 10/01/2022 06:00:00","BZN|DK1","Without Sequence","152.09","",""
"10/01/2022 06:00:00 - 10/01/2022 07:00:00","BZN|DK1","Without Sequence","231.74","",""
"10/01/2022 07:00:00 - 10/01/2022 08:00:00","BZN|DK1","Without Sequence","299.95","",""
"10/01/2022 08:00:00 - 10/01/2022 09:00:00","BZN|DK1","Without Sequence","313.92","",""
"10/01/2022 09:00:00 - 10/01/2022 10:00:00","BZN|DK1","Without Sequence","315.00","",""
"10/01/2022 10:00:00 - 10/01/2022 11:00:00","BZN|DK1","Without Sequence","310.41","",""
"10/01/2022 11:00:00 - 10/01/2022 12:00:00","BZN|DK1","Without Sequence","310.08","",""
"10/01/2022 12:00:00 - 10/01/2022 13:00:00","BZN|DK1","Without Sequence","300.00","",""
"10/01/2022 13:00:00 - 10/01/2022 14:00:00","BZN|DK1","Without Sequence","297.01","",""
"10/01/2022 14:00:00 - 10/01/2022 15:00:00","BZN|DK1","Without Sequence","299.96","",""
"10/01/2022 15:00:00 - 10/01/2022 16:00:00","BZN|DK1","Without Sequence","291.30","",""
"10/01/2022 16:00:00 - 10/01/2022 17:00:00","BZN|DK1","Without Sequence","301.22","",""
"10/01/2022 17:00:00 - 10/01/2022 18:00:00","BZN|DK1","Without Sequence","309.90","",""
"10/01/2022 18:00:00 - 10/01/2022 19:00:00","BZN|DK1","Without Sequence","310.82","",""
"10/01/2022 19:00:00 - 10/01/2022 20:00:00","BZN|DK1","Without Sequence","294.98","",""
"10/01/2022 20:00:00 - 10/01/2022 21:00:00","BZN|DK1","Without Sequence","261.03","",""
"10/01/2022 21:00:00 - 10/01/2022 22:00:00","BZN|DK1","Without Sequence","211.00","",""
"10/01/2022 22:00:00 - 10/01/2022 23:00:00","BZN|DK1","Without Sequence","211.83","",""
"10/01/2022 23:00:00 - 11/01/2022 00:00:00","BZN|DK1","Without Sequence","150.09","",""
"11/01/2022 00:00:00 - 11/01/2022 01:00:00","BZN|DK1","Without Sequence","151.90","",""
"11/01/2022 01:00:00 - 11/01/2022 02:00:00","BZN|DK1","Without Sequence","148.05","",""
"11/01/2022 02:00:00 - 11/01/2022 03:00:00","BZN|DK1","Without Sequence","144.40","",""
"11/01/2022 03:00:00 - 11/01/2022 04:00:00","BZN|DK1","Without Sequence","144.15","",""
"11/01/2022 04:00:00 - 11/01/2022 05:00:00","BZN|DK1","Without Sequence","145.79","",""
"11/01/2022 05:00:00 - 11/01/2022 06:00:00","BZN|DK1","Without Sequence","151.49","",""
"11/01/2022 06:00:00 - 11/01/2022 07:00:00","BZN|DK1","Without Sequence","147.50","",""
"11/01/2022 07:00:00 - 11/01/2022 08:00:00","BZN|DK1","Without Sequence","161.33","",""
"11/01/2022 08:00:00 - 11/01/2022 09:00:00","BZN|DK1","Without Sequence","158.35","",""
"11/01/2022 09:00:00 - 11/01/2022 10:00:00","BZN|DK1","Without Sequence","158.12","",""
"11/01/2022 10:00:00 - 11/01/2022 11:00:00","BZN|DK1","Without Sequence","158.05","",""
"11/01/2022 11:00:00 - 11/01/2022 12:00:00","BZN|DK1","Without Sequence","160.83","",""
"11/01/2022 12:00:00 - 11/01/2022 13:00:00","BZN|DK1","Without Sequence","158.36","",""
"11/01/2022 13:00:00 - 11/01/2022 14:00:00","BZN|DK1","Without Sequence","157.60","",""
"11/01/2022 14:00:00 - 11/01/2022 15:00:00","BZN|DK1","Without Sequence","157.67","",""
"11/01/2022 15:00:00 - 11/01/2022 16:00:00","BZN|DK1","Without Sequence","158.56","",""
"11/01/2022 16:00:00 - 11/01/2022 17:00:00","BZN|DK1","Without Sequence","161.11","",""
"11/01/2022 17:00:00 - 11/01/2022 18:00:00","BZN|DK1","Without Sequence","173.63","",""
"11/01/2022 18:00:00 - 11/01/2022 19:00:00","BZN|DK1","Without Sequence","168.02","",""
"11/01/2022 19:00:00 - 11/01/2022 20:00:00","BZN|DK1","Without Sequence","157.99","",""
"11/01/2022 20:00:00 - 11/01/2022 21:00:00","BZN|DK1","Without Sequence","157.71","",""
"11/01/2022 21:00:00 - 11/01/2022 22:00:00","BZN|DK1","Without Sequence","158.21","",""
"11/01/2022 22:00:00 - 11/01/2022 23:00:00","BZN|DK1","Without Sequence","155.06","",""
"11/01/2022 23:00:00 - 12/01/2022 00:00:00","BZN|DK1","Without Sequence","149.70","",""
"12/01/2022 00:00:00 - 12/01/2022 01:00:00","BZN|DK1","Without Sequence","147.62","",""
"12/01/2022 01:00:00 - 12/01/2022 02:00:00","BZN|DK1","Without Sequence","145.09","",""
"12/01/2022 02:00:00 - 12/01/2022 03:00:00","BZN|DK1","Without Sequence","143.67","",""
"12/01/2022 03:00:00 - 12/01/2022 04:00:00","BZN|DK1","Without Sequence","143.41","",""
"12/01/2022 04:00:00 - 12/01/2022 05:00:00","BZN|DK1","Without Sequence","144.31","",""
"12/01/2022 05:00:00 - 12/01/2022 06:00:00","BZN|DK1","Without Sequence","146.02","",""
"12/01/2022 06:00:00 - 12/01/2022 07:00:00","BZN|DK1","Without Sequence","146.05","",""
