"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/01/2024 06:00:00 - 02/01/2024 07:00:00","BZN|DK1","Without Sequence","47.63","",""
"02/01/2024 07:00:00 - 02/01/2024 08:00:00","BZN|DK1","Without Sequence","58.10","",""
"02/01/2024 08:00:00 - 02/01/2024 09:00:00","BZN|DK1","Without Sequence","65.67","",""
"02/01/2024 09:00:00 - 02/01/2024 10:00:00","BZN|DK1","Without Sequence","64.73","",""
"02/01/2024 10:00:00 - 02/01/2024 11:00:00","BZN|DK1","Without Sequence","68.98","",""
"02/01/2024 11:00:00 - 02/01/2024 12:00:00","BZN|DK1","Without Sequence","73.54","",""
"02/01/2024 12:00:00 - 02/01/2024 13:00:00","BZN|DK1","Without Sequence","78.16","",""
"02/01/2024 13:00:00 - 02/01/2024 14:00:00","BZN|DK1","Without Sequence","78.87","",""
"02/01/2024 14:00:00 - 02/01/2024 15:00:00","BZN|DK1","Without Sequence","79.24","",""
"02/01/2024 15:00:00 - 02/01/2024 16:00:00","BZN|DK1","Without Sequence","79.96","",""
"02/01/2024 16:00:00 - 02/01/2024 17:00:00","BZN|DK1","Without Sequence","81.46","",""
"02/01/2024 17:00:00 - 02/01/2024 18:00:00","BZN|DK1","Without Sequence","80.92","",""
"02/01/2024 18:00:00 - 02/01/2024 19:00:00","BZN|DK1","Without Sequence","74.95","",""
"02/01/2024 19:00:00 - 02/01/2024 20:00:00","BZN|DK1","Without Sequence","63.18","",""
"02/01/2024 20:00:00 - 02/01/2024 21:00:00","BZN|DK1","Without Sequence","57.11","",""
"02/01/2024 21:00:00 - 02/01/2024 22:00:00","BZN|DK1","Without Sequence","46.89","",""
"02/01/2024 22:00:00 - 02/01/2024 23:00:00","BZN|DK1","Without Sequence","40.00","",""
"02/01/2024 23:00:00 - 03/01/2024 00:00:00","BZN|DK1","Without Sequence","21.81","",""
"03/01/2024 00:00:00 - 03/01/2024 01:00:00","BZN|DK1","Without Sequence","1.04","",""
"03/01/2024 01:00:00 - 03/01/2024 02:00:00","BZN|DK1","Without Sequence","-0.01","",""
"03/01/2024 02:00:00 - 03/01/2024 03:00:00","BZN|DK1","Without Sequence","0.00","",""
"03/01/2024 03:00:00 - 03/01/2024 04:00:00","BZN|DK1","Without Sequence","-0.01","",""
"03/01/2024 04:00:00 - 03/01/2024 05:00:00","BZN|DK1","Without Sequence","0.00","",""
"03/01/2024 05:00:00 - 03/01/2024 06:00:00","BZN|DK1","Without Sequence","0.02","",""
"03/01/2024 06:00:00 - 03/01/2024 07:00:00","BZN|DK1","Without Sequence","1.09","",""
"03/01/2024 07:00:00 - 03/01/2024 08:00:00","BZN|DK1","Without Sequence","40.59","",""
"03/01/2024 08:00:00 - 03/01/2024 09:00:00","BZN|DK1","Without Sequence","59.61","",""
"03/01/2024 09:00:00 - 03/01/2024 10:00:00","BZN|DK1","Without Sequence","60.61","",""
"03/01/2024 10:00:00 - 03/01/2024 11:00:00","BZN|DK1","Without Sequence","57.00","",""
"03/01/2024 11:00:00 - 03/01/2024 12:00:00","BZN|DK1","Without Sequence","54.89","",""
"03/01/2024 12:00:00 - 03/01/2024 13:00:00","BZN|DK1","Without Sequence","59.80","",""
"03/01/2024 13:00:00 - 03/01/2024 14:00:00","BZN|DK1","Without Sequence","58.86","",""
"03/01/2024 14:00:00 - 03/01/2024 15:00:00","BZN|DK1","Without Sequence","60.86","",""
"03/01/2024 15:00:00 - 03/01/2024 16:00:00","BZN|DK1","Without Sequence","67.18","",""
"03/01/2024 16:00:00 - 03/01/2024 17:00:00","BZN|DK1","Without Sequence","73.59","",""
"03/01/2024 17:00:00 - 03/01/2024 18:00:00","BZN|DK1","Without Sequence","82.28","",""
"03/01/2024 18:00:00 - 03/01/2024 19:00:00","BZN|DK1","Without Sequence","82.97","",""
"03/01/2024 19:00:00 - 03/01/2024 20:00:00","BZN|DK1","Without Sequence","79.03","",""
"03/01/2024 20:00:00 - 03/01/2024 21:00:00","BZN|DK1","Without Sequence","73.23","",""
"03/01/2024 21:00:00 - 03/01/2024 22:00:00","BZN|DK1","Without Sequence","67.41","",""
"03/01/2024 22:00:00 - 03/01/2024 23:00:00","BZN|DK1","Without Sequence","65.00","",""
"03/01/2024 23:00:00 - 04/01/2024 00:00:00","BZN|DK1","Without Sequence","58.12","",""
"04/01/2024 00:00:00 - 04/01/2024 01:00:00","BZN|DK1","Without Sequence","57.30","",""
"04/01/2024 01:00:00 - 04/01/2024 02:00:00","BZN|DK1","Without Sequence","50.46","",""
"04/01/2024 02:00:00 - 04/01/2024 03:00:00","BZN|DK1","Without Sequence","40.00","",""
"04/01/2024 03:00:00 - 04/01/2024 04:00:00","BZN|DK1","Without Sequence","25.48","",""
"04/01/2024 04:00:00 - 04/01/2024 05:00:00","BZN|DK1","Without Sequence","35.00","",""
"04/01/2024 05:00:00 - 04/01/2024 06:00:00","BZN|DK1","Without Sequence","57.73","",""
"04/01/2024 06:00:00 - 04/01/2024 07:00:00","BZN|DK1","Without Sequence","72.65","",""
"04/01/2024 07:00:00 - 04/01/2024 08:00:00","BZN|DK1","Without Sequence","85.02","",""
"04/01/2024 08:00:00 - 04/01/2024 09:00:00","BZN|DK1","Without Sequence","91.47","",""
"04/01/2024 09:00:00 - 04/01/2024 10:00:00","BZN|DK1","Without Sequence","94.20","",""
"04/01/2024 10:00:00 - 04/01/2024 11:00:00","BZN|DK1","Without Sequence","91.61","",""
"04/01/2024 11:00:00 - 04/01/2024 12:00:00","BZN|DK1","Without Sequence","90.03","",""
"04/01/2024 12:00:00 - 04/01/2024 13:00:00","BZN|DK1","Without Sequence","86.30","",""
"04/01/2024 13:00:00 - 04/01/2024 14:00:00","BZN|DK1","Without Sequence","85.96","",""
"04/01/2024 14:00:00 - 04/01/2024 15:00:00","BZN|DK1","Without Sequence","92.11","",""
"04/01/2024 15:00:00 - 04/01/2024 16:00:00","BZN|DK1","Without Sequence","98.62","",""
"04/01/2024 16:00:00 - 04/01/2024 17:00:00","BZN|DK1","Without Sequence","105.73","",""
"04/01/2024 17:00:00 - 04/01/2024 18:00:00","BZN|DK1","Without Sequence","133.23","",""
"04/01/2024 18:00:00 - 04/01/2024 19:00:00","BZN|DK1","Without Sequence","144.65","",""
"04/01/2024 19:00:00 - 04/01/2024 20:00:00","BZN|DK1","Without Sequence","125.00","",""
"04/01/2024 20:00:00 - 04/01/2024 21:00:00","BZN|DK1","Without Sequence","103.59","",""
"04/01/2024 21:00:00 - 04/01/2024 22:00:00","BZN|DK1","Without Sequence","100.01","",""
"04/01/2024 22:00:00 - 04/01/2024 23:00:00","BZN|DK1","Without Sequence","94.86","",""
"04/01/2024 23:00:00 - 05/01/2024 00:00:00","BZN|DK1","Without Sequence","88.83","",""
"05/01/2024 00:00:00 - 05/01/2024 01:00:00","BZN|DK1","Without Sequence","86.08","",""
"05/01/2024 01:00:00 - 05/01/2024 02:00:00","BZN|DK1","Without Sequence","80.51","",""
"05/01/2024 02:00:00 - 05/01/2024 03:00:00","BZN|DK1","Without Sequence","77.01","",""
"05/01/2024 03:00:00 - 05/01/2024 04:00:00","BZN|DK1","Without Sequence","73.21","",""
"05/01/2024 04:00:00 - 05/01/2024 05:00:00","BZN|DK1","Without Sequence","74.05","",""
"05/01/2024 05:00:00 - 05/01/2024 06:00:00","BZN|DK1","Without Sequence","76.03","",""
"05/01/2024 06:00:00 - 05/01/2024 07:00:00","BZN|DK1","Without Sequence","81.00","",""
"05/01/2024 07:00:00 - 05/01/2024 08:00:00","BZN|DK1","Without Sequence","87.00","",""
"05/01/2024 08:00:00 - 05/01/2024 09:00:00","BZN|DK1","Without Sequence","89.57","",""
"05/01/2024 09:00:00 - 05/01/2024 10:00:00","BZN|DK1","Without Sequence","94.93","",""
"05/01/2024 10:00:00 - 05/01/2024 11:00:00","BZN|DK1","Without Sequence","96.28","",""
"05/01/2024 11:00:00 - 05/01/2024 12:00:00","BZN|DK1","Without Sequence","98.22","",""
"05/01/2024 12:00:00 - 05/01/2024 13:00:00","BZN|DK1","Without Sequence","92.24","",""
"05/01/2024 13:00:00 - 05/01/2024 14:00:00","BZN|DK1","Without Sequence","91.54","",""
"05/01/2024 14:00:00 - 05/01/2024 15:00:00","BZN|DK1","Without Sequence","96.41","",""
"05/01/2024 15:00:00 - 05/01/2024 16:00:00","BZN|DK1","Without Sequence","100.05","",""
"05/01/2024 16:00:00 - 05/01/2024 17:00:00","BZN|DK1","Without Sequence","102.97","",""
"05/01/2024 17:00:00 - 05/01/2024 18:00:00","BZN|DK1","Without Sequence","107.38","",""
"05/01/2024 18:00:00 - 05/01/2024 19:00:00","BZN|DK1","Without Sequence","108.45","",""
"05/01/2024 19:00:00 - 05/01/2024 20:00:00","BZN|DK1","Without Sequence","103.96","",""
"05/01/2024 20:00:00 - 05/01/2024 21:00:00","BZN|DK1","Without Sequence","100.09","",""
"05/01/2024 21:00:00 - 05/01/2024 22:00:00","BZN|DK1","Without Sequence","94.19","",""
"05/01/2024 22:00:00 - 05/01/2024 23:00:00","BZN|DK1","Without Sequence","94.92","",""
"05/01/2024 23:00:00 - 06/01/2024 00:00:00","BZN|DK1","Without Sequence","86.80","",""
"06/01/2024 00:00:00 - 06/01/2024 01:00:00","BZN|DK1","Without Sequence","82.25","",""
"06/01/2024 01:00:00 - 06/01/2024 02:00:00","BZN|DK1","Without Sequence","80.20","",""
"06/01/2024 02:00:00 - 06/01/2024 03:00:00","BZN|DK1","Without Sequence","76.13","",""
"06/01/2024 03:00:00 - 06/01/2024 04:00:00","BZN|DK1","Without Sequence","73.01","",""
"06/01/2024 04:00:00 - 06/01/2024 05:00:00","BZN|DK1","Without Sequence","73.01","",""
"06/01/2024 05:00:00 - 06/01/2024 06:00:00","BZN|DK1","Without Sequence","74.59","",""
"06/01/2024 06:00:00 - 06/01/2024 07:00:00","BZN|DK1","Without Sequence","75.10","",""
"06/01/2024 07:00:00 - 06/01/2024 08:00:00","BZN|DK1","Without Sequence","81.39","",""
"06/01/2024 08:00:00 - 06/01/2024 09:00:00","BZN|DK1","Without Sequence","88.40","",""
"06/01/2024 09:00:00 - 06/01/2024 10:00:00","BZN|DK1","Without Sequence","92.23","",""
"06/01/2024 10:00:00 - 06/01/2024 11:00:00","BZN|DK1","Without Sequence","97.30","",""
"06/01/2024 11:00:00 - 06/01/2024 12:00:00","BZN|DK1","Without Sequence","100.43","",""
"06/01/2024 12:00:00 - 06/01/2024 13:00:00","BZN|DK1","Without Sequence","99.16","",""
"06/01/2024 13:00:00 - 06/01/2024 14:00:00","BZN|DK1","Without Sequence","95.22","",""
"06/01/2024 14:00:00 - 06/01/2024 15:00:00","BZN|DK1","Without Sequence","92.55","",""
"06/01/2024 15:00:00 - 06/01/2024 16:00:00","BZN|DK1","Without Sequence","95.09","",""
"06/01/2024 16:00:00 - 06/01/2024 17:00:00","BZN|DK1","Without Sequence","99.85","",""
"06/01/2024 17:00:00 - 06/01/2024 18:00:00","BZN|DK1","Without Sequence","104.69","",""
"06/01/2024 18:00:00 - 06/01/2024 19:00:00","BZN|DK1","Without Sequence","103.84","",""
"06/01/2024 19:00:00 - 06/01/2024 20:00:00","BZN|DK1","Without Sequence","99.31","",""
"06/01/2024 20:00:00 - 06/01/2024 21:00:00","BZN|DK1","Without Sequence","92.23","",""
"06/01/2024 21:00:00 - 06/01/2024 22:00:00","BZN|DK1","Without Sequence","88.00","",""
"06/01/2024 22:00:00 - 06/01/2024 23:00:00","BZN|DK1","Without Sequence","86.75","",""
"06/01/2024 23:00:00 - 07/01/2024 00:00:00","BZN|DK1","Without Sequence","80.03","",""
"07/01/2024 00:00:00 - 07/01/2024 01:00:00","BZN|DK1","Without Sequence","86.15","",""
"07/01/2024 01:00:00 - 07/01/2024 02:00:00","BZN|DK1","Without Sequence","82.46","",""
"07/01/2024 02:00:00 - 07/01/2024 03:00:00","BZN|DK1","Without Sequence","76.92","",""
"07/01/2024 03:00:00 - 07/01/2024 04:00:00","BZN|DK1","Without Sequence","75.28","",""
"07/01/2024 04:00:00 - 07/01/2024 05:00:00","BZN|DK1","Without Sequence","73.33","",""
"07/01/2024 05:00:00 - 07/01/2024 06:00:00","BZN|DK1","Without Sequence","73.78","",""
"07/01/2024 06:00:00 - 07/01/2024 07:00:00","BZN|DK1","Without Sequence","75.14","",""
"07/01/2024 07:00:00 - 07/01/2024 08:00:00","BZN|DK1","Without Sequence","78.04","",""
"07/01/2024 08:00:00 - 07/01/2024 09:00:00","BZN|DK1","Without Sequence","81.79","",""
"07/01/2024 09:00:00 - 07/01/2024 10:00:00","BZN|DK1","Without Sequence","85.03","",""
"07/01/2024 10:00:00 - 07/01/2024 11:00:00","BZN|DK1","Without Sequence","87.15","",""
"07/01/2024 11:00:00 - 07/01/2024 12:00:00","BZN|DK1","Without Sequence","89.32","",""
"07/01/2024 12:00:00 - 07/01/2024 13:00:00","BZN|DK1","Without Sequence","91.50","",""
"07/01/2024 13:00:00 - 07/01/2024 14:00:00","BZN|DK1","Without Sequence","87.52","",""
"07/01/2024 14:00:00 - 07/01/2024 15:00:00","BZN|DK1","Without Sequence","85.03","",""
"07/01/2024 15:00:00 - 07/01/2024 16:00:00","BZN|DK1","Without Sequence","88.01","",""
"07/01/2024 16:00:00 - 07/01/2024 17:00:00","BZN|DK1","Without Sequence","93.42","",""
"07/01/2024 17:00:00 - 07/01/2024 18:00:00","BZN|DK1","Without Sequence","101.77","",""
"07/01/2024 18:00:00 - 07/01/2024 19:00:00","BZN|DK1","Without Sequence","104.85","",""
"07/01/2024 19:00:00 - 07/01/2024 20:00:00","BZN|DK1","Without Sequence","103.55","",""
"07/01/2024 20:00:00 - 07/01/2024 21:00:00","BZN|DK1","Without Sequence","100.50","",""
"07/01/2024 21:00:00 - 07/01/2024 22:00:00","BZN|DK1","Without Sequence","93.31","",""
"07/01/2024 22:00:00 - 07/01/2024 23:00:00","BZN|DK1","Without Sequence","91.17","",""
"07/01/2024 23:00:00 - 08/01/2024 00:00:00","BZN|DK1","Without Sequence","83.86","",""
"08/01/2024 00:00:00 - 08/01/2024 01:00:00","BZN|DK1","Without Sequence","87.02","",""
"08/01/2024 01:00:00 - 08/01/2024 02:00:00","BZN|DK1","Without Sequence","84.32","",""
"08/01/2024 02:00:00 - 08/01/2024 03:00:00","BZN|DK1","Without Sequence","81.82","",""
"08/01/2024 03:00:00 - 08/01/2024 04:00:00","BZN|DK1","Without Sequence","79.11","",""
"08/01/2024 04:00:00 - 08/01/2024 05:00:00","BZN|DK1","Without Sequence","78.48","",""
"08/01/2024 05:00:00 - 08/01/2024 06:00:00","BZN|DK1","Without Sequence","82.10","",""
"08/01/2024 06:00:00 - 08/01/2024 07:00:00","BZN|DK1","Without Sequence","94.30","",""
"08/01/2024 07:00:00 - 08/01/2024 08:00:00","BZN|DK1","Without Sequence","111.10","",""
"08/01/2024 08:00:00 - 08/01/2024 09:00:00","BZN|DK1","Without Sequence","121.11","",""
"08/01/2024 09:00:00 - 08/01/2024 10:00:00","BZN|DK1","Without Sequence","117.83","",""
"08/01/2024 10:00:00 - 08/01/2024 11:00:00","BZN|DK1","Without Sequence","110.60","",""
"08/01/2024 11:00:00 - 08/01/2024 12:00:00","BZN|DK1","Without Sequence","103.00","",""
"08/01/2024 12:00:00 - 08/01/2024 13:00:00","BZN|DK1","Without Sequence","95.50","",""
"08/01/2024 13:00:00 - 08/01/2024 14:00:00","BZN|DK1","Without Sequence","94.03","",""
"08/01/2024 14:00:00 - 08/01/2024 15:00:00","BZN|DK1","Without Sequence","102.33","",""
"08/01/2024 15:00:00 - 08/01/2024 16:00:00","BZN|DK1","Without Sequence","107.98","",""
"08/01/2024 16:00:00 - 08/01/2024 17:00:00","BZN|DK1","Without Sequence","123.83","",""
"08/01/2024 17:00:00 - 08/01/2024 18:00:00","BZN|DK1","Without Sequence","129.15","",""
"08/01/2024 18:00:00 - 08/01/2024 19:00:00","BZN|DK1","Without Sequence","130.01","",""
"08/01/2024 19:00:00 - 08/01/2024 20:00:00","BZN|DK1","Without Sequence","122.12","",""
"08/01/2024 20:00:00 - 08/01/2024 21:00:00","BZN|DK1","Without Sequence","114.21","",""
"08/01/2024 21:00:00 - 08/01/2024 22:00:00","BZN|DK1","Without Sequence","102.83","",""
"08/01/2024 22:00:00 - 08/01/2024 23:00:00","BZN|DK1","Without Sequence","99.98","",""
"08/01/2024 23:00:00 - 09/01/2024 00:00:00","BZN|DK1","Without Sequence","91.49","",""
"09/01/2024 00:00:00 - 09/01/2024 01:00:00","BZN|DK1","Without Sequence","88.16","",""
"09/01/2024 01:00:00 - 09/01/2024 02:00:00","BZN|DK1","Without Sequence","87.04","",""
"09/01/2024 02:00:00 - 09/01/2024 03:00:00","BZN|DK1","Without Sequence","85.00","",""
"09/01/2024 03:00:00 - 09/01/2024 04:00:00","BZN|DK1","Without Sequence","84.14","",""
"09/01/2024 04:00:00 - 09/01/2024 05:00:00","BZN|DK1","Without Sequence","85.72","",""
"09/01/2024 05:00:00 - 09/01/2024 06:00:00","BZN|DK1","Without Sequence","89.28","",""
"09/01/2024 06:00:00 - 09/01/2024 07:00:00","BZN|DK1","Without Sequence","108.51","",""
"09/01/2024 07:00:00 - 09/01/2024 08:00:00","BZN|DK1","Without Sequence","124.06","",""
"09/01/2024 08:00:00 - 09/01/2024 09:00:00","BZN|DK1","Without Sequence","133.24","",""
"09/01/2024 09:00:00 - 09/01/2024 10:00:00","BZN|DK1","Without Sequence","120.91","",""
"09/01/2024 10:00:00 - 09/01/2024 11:00:00","BZN|DK1","Without Sequence","113.19","",""
"09/01/2024 11:00:00 - 09/01/2024 12:00:00","BZN|DK1","Without Sequence","105.78","",""
"09/01/2024 12:00:00 - 09/01/2024 13:00:00","BZN|DK1","Without Sequence","100.22","",""
"09/01/2024 13:00:00 - 09/01/2024 14:00:00","BZN|DK1","Without Sequence","100.82","",""
"09/01/2024 14:00:00 - 09/01/2024 15:00:00","BZN|DK1","Without Sequence","110.89","",""
"09/01/2024 15:00:00 - 09/01/2024 16:00:00","BZN|DK1","Without Sequence","119.40","",""
"09/01/2024 16:00:00 - 09/01/2024 17:00:00","BZN|DK1","Without Sequence","127.85","",""
"09/01/2024 17:00:00 - 09/01/2024 18:00:00","BZN|DK1","Without Sequence","137.84","",""
"09/01/2024 18:00:00 - 09/01/2024 19:00:00","BZN|DK1","Without Sequence","137.80","",""
"09/01/2024 19:00:00 - 09/01/2024 20:00:00","BZN|DK1","Without Sequence","130.43","",""
"09/01/2024 20:00:00 - 09/01/2024 21:00:00","BZN|DK1","Without Sequence","120.24","",""
"09/01/2024 21:00:00 - 09/01/2024 22:00:00","BZN|DK1","Without Sequence","111.68","",""
"09/01/2024 22:00:00 - 09/01/2024 23:00:00","BZN|DK1","Without Sequence","106.18","",""
"09/01/2024 23:00:00 - 10/01/2024 00:00:00","BZN|DK1","Without Sequence","97.09","",""
"10/01/2024 00:00:00 - 10/01/2024 01:00:00","BZN|DK1","Without Sequence","89.29","",""
"10/01/2024 01:00:00 - 10/01/2024 02:00:00","BZN|DK1","Without Sequence","86.76","",""
"10/01/2024 02:00:00 - 10/01/2024 03:00:00","BZN|DK1","Without Sequence","86.73","",""
"10/01/2024 03:00:00 - 10/01/2024 04:00:00","BZN|DK1","Without Sequence","86.09","",""
"10/01/2024 04:00:00 - 10/01/2024 05:00:00","BZN|DK1","Without Sequence","86.30","",""
"10/01/2024 05:00:00 - 10/01/2024 06:00:00","BZN|DK1","Without Sequence","89.05","",""
"10/01/2024 06:00:00 - 10/01/2024 07:00:00","BZN|DK1","Without Sequence","108.88","",""
"10/01/2024 07:00:00 - 10/01/2024 08:00:00","BZN|DK1","Without Sequence","126.29","",""
"10/01/2024 08:00:00 - 10/01/2024 09:00:00","BZN|DK1","Without Sequence","141.28","",""
"10/01/2024 09:00:00 - 10/01/2024 10:00:00","BZN|DK1","Without Sequence","130.39","",""
"10/01/2024 10:00:00 - 10/01/2024 11:00:00","BZN|DK1","Without Sequence","118.56","",""
"10/01/2024 11:00:00 - 10/01/2024 12:00:00","BZN|DK1","Without Sequence","109.13","",""
"10/01/2024 12:00:00 - 10/01/2024 13:00:00","BZN|DK1","Without Sequence","102.21","",""
"10/01/2024 13:00:00 - 10/01/2024 14:00:00","BZN|DK1","Without Sequence","105.61","",""
"10/01/2024 14:00:00 - 10/01/2024 15:00:00","BZN|DK1","Without Sequence","112.91","",""
"10/01/2024 15:00:00 - 10/01/2024 16:00:00","BZN|DK1","Without Sequence","123.80","",""
"10/01/2024 16:00:00 - 10/01/2024 17:00:00","BZN|DK1","Without Sequence","134.64","",""
"10/01/2024 17:00:00 - 10/01/2024 18:00:00","BZN|DK1","Without Sequence","143.79","",""
"10/01/2024 18:00:00 - 10/01/2024 19:00:00","BZN|DK1","Without Sequence","140.00","",""
"10/01/2024 19:00:00 - 10/01/2024 20:00:00","BZN|DK1","Without Sequence","132.15","",""
"10/01/2024 20:00:00 - 10/01/2024 21:00:00","BZN|DK1","Without Sequence","120.00","",""
"10/01/2024 21:00:00 - 10/01/2024 22:00:00","BZN|DK1","Without Sequence","109.76","",""
"10/01/2024 22:00:00 - 10/01/2024 23:00:00","BZN|DK1","Without Sequence","104.49","",""
"10/01/2024 23:00:00 - 11/01/2024 00:00:00","BZN|DK1","Without Sequence","90.90","",""
"11/01/2024 00:00:00 - 11/01/2024 01:00:00","BZN|DK1","Without Sequence","91.75","",""
"11/01/2024 01:00:00 - 11/01/2024 02:00:00","BZN|DK1","Without Sequence","88.59","",""
"11/01/2024 02:00:00 - 11/01/2024 03:00:00","BZN|DK1","Without Sequence","87.25","",""
"11/01/2024 03:00:00 - 11/01/2024 04:00:00","BZN|DK1","Without Sequence","82.38","",""
"11/01/2024 04:00:00 - 11/01/2024 05:00:00","BZN|DK1","Without Sequence","81.95","",""
"11/01/2024 05:00:00 - 11/01/2024 06:00:00","BZN|DK1","Without Sequence","89.36","",""
"11/01/2024 06:00:00 - 11/01/2024 07:00:00","BZN|DK1","Without Sequence","102.07","",""
"11/01/2024 07:00:00 - 11/01/2024 08:00:00","BZN|DK1","Without Sequence","116.86","",""
"11/01/2024 08:00:00 - 11/01/2024 09:00:00","BZN|DK1","Without Sequence","141.00","",""
"11/01/2024 09:00:00 - 11/01/2024 10:00:00","BZN|DK1","Without Sequence","129.16","",""
"11/01/2024 10:00:00 - 11/01/2024 11:00:00","BZN|DK1","Without Sequence","113.65","",""
"11/01/2024 11:00:00 - 11/01/2024 12:00:00","BZN|DK1","Without Sequence","106.48","",""
"11/01/2024 12:00:00 - 11/01/2024 13:00:00","BZN|DK1","Without Sequence","99.38","",""
"11/01/2024 13:00:00 - 11/01/2024 14:00:00","BZN|DK1","Without Sequence","99.00","",""
"11/01/2024 14:00:00 - 11/01/2024 15:00:00","BZN|DK1","Without Sequence","105.98","",""
"11/01/2024 15:00:00 - 11/01/2024 16:00:00","BZN|DK1","Without Sequence","117.96","",""
"11/01/2024 16:00:00 - 11/01/2024 17:00:00","BZN|DK1","Without Sequence","137.35","",""
"11/01/2024 17:00:00 - 11/01/2024 18:00:00","BZN|DK1","Without Sequence","150.09","",""
"11/01/2024 18:00:00 - 11/01/2024 19:00:00","BZN|DK1","Without Sequence","136.69","",""
"11/01/2024 19:00:00 - 11/01/2024 20:00:00","BZN|DK1","Without Sequence","132.31","",""
"11/01/2024 20:00:00 - 11/01/2024 21:00:00","BZN|DK1","Without Sequence","117.88","",""
"11/01/2024 21:00:00 - 11/01/2024 22:00:00","BZN|DK1","Without Sequence","107.19","",""
"11/01/2024 22:00:00 - 11/01/2024 23:00:00","BZN|DK1","Without Sequence","100.00","",""
"11/01/2024 23:00:00 - 12/01/2024 00:00:00","BZN|DK1","Without Sequence","97.22","",""
"12/01/2024 00:00:00 - 12/01/2024 01:00:00","BZN|DK1","Without Sequence","91.04","",""
"12/01/2024 01:00:00 - 12/01/2024 02:00:00","BZN|DK1","Without Sequence","88.22","",""
"12/01/2024 02:00:00 - 12/01/2024 03:00:00","BZN|DK1","Without Sequence","85.22","",""
"12/01/2024 03:00:00 - 12/01/2024 04:00:00","BZN|DK1","Without Sequence","84.63","",""
"12/01/2024 04:00:00 - 12/01/2024 05:00:00","BZN|DK1","Without Sequence","84.34","",""
"12/01/2024 05:00:00 - 12/01/2024 06:00:00","BZN|DK1","Without Sequence","84.24","",""
"12/01/2024 06:00:00 - 12/01/2024 07:00:00","BZN|DK1","Without Sequence","89.24","",""
