"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2024 19:00:00 - 01/01/2024 20:00:00","BZN|DK2","Without Sequence","55.07","",""
"01/01/2024 20:00:00 - 01/01/2024 21:00:00","BZN|DK2","Without Sequence","48.01","",""
"01/01/2024 21:00:00 - 01/01/2024 22:00:00","BZN|DK2","Without Sequence","44.01","",""
"01/01/2024 22:00:00 - 01/01/2024 23:00:00","BZN|DK2","Without Sequence","45.20","",""
"01/01/2024 23:00:00 - 02/01/2024 00:00:00","BZN|DK2","Without Sequence","38.00","",""
"02/01/2024 00:00:00 - 02/01/2024 01:00:00","BZN|DK2","Without Sequence","38.00","",""
"02/01/2024 01:00:00 - 02/01/2024 02:00:00","BZN|DK2","Without Sequence","33.56","",""
"02/01/2024 02:00:00 - 02/01/2024 03:00:00","BZN|DK2","Without Sequence","32.03","",""
"02/01/2024 03:00:00 - 02/01/2024 04:00:00","BZN|DK2","Without Sequence","32.29","",""
"02/01/2024 04:00:00 - 02/01/2024 05:00:00","BZN|DK2","Without Sequence","36.70","",""
"02/01/2024 05:00:00 - 02/01/2024 06:00:00","BZN|DK2","Without Sequence","41.72","",""
"02/01/2024 06:00:00 - 02/01/2024 07:00:00","BZN|DK2","Without Sequence","49.18","",""
"02/01/2024 07:00:00 - 02/01/2024 08:00:00","BZN|DK2","Without Sequence","58.75","",""
"02/01/2024 08:00:00 - 02/01/2024 09:00:00","BZN|DK2","Without Sequence","65.67","",""
"02/01/2024 09:00:00 - 02/01/2024 10:00:00","BZN|DK2","Without Sequence","66.11","",""
"02/01/2024 10:00:00 - 02/01/2024 11:00:00","BZN|DK2","Without Sequence","68.98","",""
"02/01/2024 11:00:00 - 02/01/2024 12:00:00","BZN|DK2","Without Sequence","73.54","",""
"02/01/2024 12:00:00 - 02/01/2024 13:00:00","BZN|DK2","Without Sequence","78.16","",""
"02/01/2024 13:00:00 - 02/01/2024 14:00:00","BZN|DK2","Without Sequence","78.87","",""
"02/01/2024 14:00:00 - 02/01/2024 15:00:00","BZN|DK2","Without Sequence","79.24","",""
"02/01/2024 15:00:00 - 02/01/2024 16:00:00","BZN|DK2","Without Sequence","79.96","",""
"02/01/2024 16:00:00 - 02/01/2024 17:00:00","BZN|DK2","Without Sequence","81.46","",""
"02/01/2024 17:00:00 - 02/01/2024 18:00:00","BZN|DK2","Without Sequence","80.92","",""
"02/01/2024 18:00:00 - 02/01/2024 19:00:00","BZN|DK2","Without Sequence","74.95","",""
"02/01/2024 19:00:00 - 02/01/2024 20:00:00","BZN|DK2","Without Sequence","63.18","",""
"02/01/2024 20:00:00 - 02/01/2024 21:00:00","BZN|DK2","Without Sequence","57.11","",""
"02/01/2024 21:00:00 - 02/01/2024 22:00:00","BZN|DK2","Without Sequence","48.04","",""
"02/01/2024 22:00:00 - 02/01/2024 23:00:00","BZN|DK2","Without Sequence","40.00","",""
"02/01/2024 23:00:00 - 03/01/2024 00:00:00","BZN|DK2","Without Sequence","30.00","",""
"03/01/2024 00:00:00 - 03/01/2024 01:00:00","BZN|DK2","Without Sequence","20.00","",""
"03/01/2024 01:00:00 - 03/01/2024 02:00:00","BZN|DK2","Without Sequence","15.87","",""
"03/01/2024 02:00:00 - 03/01/2024 03:00:00","BZN|DK2","Without Sequence","15.88","",""
"03/01/2024 03:00:00 - 03/01/2024 04:00:00","BZN|DK2","Without Sequence","15.88","",""
"03/01/2024 04:00:00 - 03/01/2024 05:00:00","BZN|DK2","Without Sequence","15.94","",""
"03/01/2024 05:00:00 - 03/01/2024 06:00:00","BZN|DK2","Without Sequence","20.04","",""
"03/01/2024 06:00:00 - 03/01/2024 07:00:00","BZN|DK2","Without Sequence","49.44","",""
"03/01/2024 07:00:00 - 03/01/2024 08:00:00","BZN|DK2","Without Sequence","53.53","",""
"03/01/2024 08:00:00 - 03/01/2024 09:00:00","BZN|DK2","Without Sequence","63.48","",""
"03/01/2024 09:00:00 - 03/01/2024 10:00:00","BZN|DK2","Without Sequence","64.99","",""
"03/01/2024 10:00:00 - 03/01/2024 11:00:00","BZN|DK2","Without Sequence","60.19","",""
"03/01/2024 11:00:00 - 03/01/2024 12:00:00","BZN|DK2","Without Sequence","59.96","",""
"03/01/2024 12:00:00 - 03/01/2024 13:00:00","BZN|DK2","Without Sequence","59.80","",""
"03/01/2024 13:00:00 - 03/01/2024 14:00:00","BZN|DK2","Without Sequence","58.86","",""
"03/01/2024 14:00:00 - 03/01/2024 15:00:00","BZN|DK2","Without Sequence","64.99","",""
"03/01/2024 15:00:00 - 03/01/2024 16:00:00","BZN|DK2","Without Sequence","68.83","",""
"03/01/2024 16:00:00 - 03/01/2024 17:00:00","BZN|DK2","Without Sequence","73.59","",""
"03/01/2024 17:00:00 - 03/01/2024 18:00:00","BZN|DK2","Without Sequence","82.28","",""
"03/01/2024 18:00:00 - 03/01/2024 19:00:00","BZN|DK2","Without Sequence","82.97","",""
"03/01/2024 19:00:00 - 03/01/2024 20:00:00","BZN|DK2","Without Sequence","79.03","",""
"03/01/2024 20:00:00 - 03/01/2024 21:00:00","BZN|DK2","Without Sequence","73.23","",""
"03/01/2024 21:00:00 - 03/01/2024 22:00:00","BZN|DK2","Without Sequence","67.41","",""
"03/01/2024 22:00:00 - 03/01/2024 23:00:00","BZN|DK2","Without Sequence","65.00","",""
"03/01/2024 23:00:00 - 04/01/2024 00:00:00","BZN|DK2","Without Sequence","58.12","",""
"04/01/2024 00:00:00 - 04/01/2024 01:00:00","BZN|DK2","Without Sequence","58.71","",""
"04/01/2024 01:00:00 - 04/01/2024 02:00:00","BZN|DK2","Without Sequence","53.60","",""
"04/01/2024 02:00:00 - 04/01/2024 03:00:00","BZN|DK2","Without Sequence","54.44","",""
"04/01/2024 03:00:00 - 04/01/2024 04:00:00","BZN|DK2","Without Sequence","55.18","",""
"04/01/2024 04:00:00 - 04/01/2024 05:00:00","BZN|DK2","Without Sequence","58.25","",""
"04/01/2024 05:00:00 - 04/01/2024 06:00:00","BZN|DK2","Without Sequence","59.15","",""
"04/01/2024 06:00:00 - 04/01/2024 07:00:00","BZN|DK2","Without Sequence","72.65","",""
"04/01/2024 07:00:00 - 04/01/2024 08:00:00","BZN|DK2","Without Sequence","85.02","",""
"04/01/2024 08:00:00 - 04/01/2024 09:00:00","BZN|DK2","Without Sequence","91.47","",""
"04/01/2024 09:00:00 - 04/01/2024 10:00:00","BZN|DK2","Without Sequence","94.20","",""
"04/01/2024 10:00:00 - 04/01/2024 11:00:00","BZN|DK2","Without Sequence","91.98","",""
"04/01/2024 11:00:00 - 04/01/2024 12:00:00","BZN|DK2","Without Sequence","90.40","",""
"04/01/2024 12:00:00 - 04/01/2024 13:00:00","BZN|DK2","Without Sequence","86.69","",""
"04/01/2024 13:00:00 - 04/01/2024 14:00:00","BZN|DK2","Without Sequence","85.96","",""
"04/01/2024 14:00:00 - 04/01/2024 15:00:00","BZN|DK2","Without Sequence","92.11","",""
"04/01/2024 15:00:00 - 04/01/2024 16:00:00","BZN|DK2","Without Sequence","98.62","",""
"04/01/2024 16:00:00 - 04/01/2024 17:00:00","BZN|DK2","Without Sequence","105.73","",""
"04/01/2024 17:00:00 - 04/01/2024 18:00:00","BZN|DK2","Without Sequence","133.23","",""
"04/01/2024 18:00:00 - 04/01/2024 19:00:00","BZN|DK2","Without Sequence","144.65","",""
"04/01/2024 19:00:00 - 04/01/2024 20:00:00","BZN|DK2","Without Sequence","125.00","",""
"04/01/2024 20:00:00 - 04/01/2024 21:00:00","BZN|DK2","Without Sequence","103.59","",""
"04/01/2024 21:00:00 - 04/01/2024 22:00:00","BZN|DK2","Without Sequence","100.01","",""
"04/01/2024 22:00:00 - 04/01/2024 23:00:00","BZN|DK2","Without Sequence","94.86","",""
"04/01/2024 23:00:00 - 05/01/2024 00:00:00","BZN|DK2","Without Sequence","88.83","",""
"05/01/2024 00:00:00 - 05/01/2024 01:00:00","BZN|DK2","Without Sequence","88.83","",""
"05/01/2024 01:00:00 - 05/01/2024 02:00:00","BZN|DK2","Without Sequence","83.09","",""
"05/01/2024 02:00:00 - 05/01/2024 03:00:00","BZN|DK2","Without Sequence","80.00","",""
"05/01/2024 03:00:00 - 05/01/2024 04:00:00","BZN|DK2","Without Sequence","80.17","",""
"05/01/2024 04:00:00 - 05/01/2024 05:00:00","BZN|DK2","Without Sequence","82.49","",""
"05/01/2024 05:00:00 - 05/01/2024 06:00:00","BZN|DK2","Without Sequence","88.14","",""
"05/01/2024 06:00:00 - 05/01/2024 07:00:00","BZN|DK2","Without Sequence","109.79","",""
"05/01/2024 07:00:00 - 05/01/2024 08:00:00","BZN|DK2","Without Sequence","165.01","",""
"05/01/2024 08:00:00 - 05/01/2024 09:00:00","BZN|DK2","Without Sequence","299.01","",""
"05/01/2024 09:00:00 - 05/01/2024 10:00:00","BZN|DK2","Without Sequence","249.12","",""
"05/01/2024 10:00:00 - 05/01/2024 11:00:00","BZN|DK2","Without Sequence","255.86","",""
"05/01/2024 11:00:00 - 05/01/2024 12:00:00","BZN|DK2","Without Sequence","211.11","",""
"05/01/2024 12:00:00 - 05/01/2024 13:00:00","BZN|DK2","Without Sequence","203.28","",""
"05/01/2024 13:00:00 - 05/01/2024 14:00:00","BZN|DK2","Without Sequence","196.98","",""
"05/01/2024 14:00:00 - 05/01/2024 15:00:00","BZN|DK2","Without Sequence","197.86","",""
"05/01/2024 15:00:00 - 05/01/2024 16:00:00","BZN|DK2","Without Sequence","299.94","",""
"05/01/2024 16:00:00 - 05/01/2024 17:00:00","BZN|DK2","Without Sequence","449.64","",""
"05/01/2024 17:00:00 - 05/01/2024 18:00:00","BZN|DK2","Without Sequence","526.25","",""
"05/01/2024 18:00:00 - 05/01/2024 19:00:00","BZN|DK2","Without Sequence","349.95","",""
"05/01/2024 19:00:00 - 05/01/2024 20:00:00","BZN|DK2","Without Sequence","181.91","",""
"05/01/2024 20:00:00 - 05/01/2024 21:00:00","BZN|DK2","Without Sequence","149.60","",""
"05/01/2024 21:00:00 - 05/01/2024 22:00:00","BZN|DK2","Without Sequence","112.82","",""
"05/01/2024 22:00:00 - 05/01/2024 23:00:00","BZN|DK2","Without Sequence","100.10","",""
"05/01/2024 23:00:00 - 06/01/2024 00:00:00","BZN|DK2","Without Sequence","92.87","",""
"06/01/2024 00:00:00 - 06/01/2024 01:00:00","BZN|DK2","Without Sequence","84.88","",""
"06/01/2024 01:00:00 - 06/01/2024 02:00:00","BZN|DK2","Without Sequence","83.20","",""
"06/01/2024 02:00:00 - 06/01/2024 03:00:00","BZN|DK2","Without Sequence","82.03","",""
"06/01/2024 03:00:00 - 06/01/2024 04:00:00","BZN|DK2","Without Sequence","82.18","",""
"06/01/2024 04:00:00 - 06/01/2024 05:00:00","BZN|DK2","Without Sequence","82.53","",""
"06/01/2024 05:00:00 - 06/01/2024 06:00:00","BZN|DK2","Without Sequence","84.13","",""
"06/01/2024 06:00:00 - 06/01/2024 07:00:00","BZN|DK2","Without Sequence","84.48","",""
"06/01/2024 07:00:00 - 06/01/2024 08:00:00","BZN|DK2","Without Sequence","87.43","",""
"06/01/2024 08:00:00 - 06/01/2024 09:00:00","BZN|DK2","Without Sequence","90.87","",""
"06/01/2024 09:00:00 - 06/01/2024 10:00:00","BZN|DK2","Without Sequence","94.98","",""
"06/01/2024 10:00:00 - 06/01/2024 11:00:00","BZN|DK2","Without Sequence","100.41","",""
"06/01/2024 11:00:00 - 06/01/2024 12:00:00","BZN|DK2","Without Sequence","103.65","",""
"06/01/2024 12:00:00 - 06/01/2024 13:00:00","BZN|DK2","Without Sequence","102.33","",""
"06/01/2024 13:00:00 - 06/01/2024 14:00:00","BZN|DK2","Without Sequence","97.75","",""
"06/01/2024 14:00:00 - 06/01/2024 15:00:00","BZN|DK2","Without Sequence","95.51","",""
"06/01/2024 15:00:00 - 06/01/2024 16:00:00","BZN|DK2","Without Sequence","98.50","",""
"06/01/2024 16:00:00 - 06/01/2024 17:00:00","BZN|DK2","Without Sequence","110.00","",""
"06/01/2024 17:00:00 - 06/01/2024 18:00:00","BZN|DK2","Without Sequence","118.27","",""
"06/01/2024 18:00:00 - 06/01/2024 19:00:00","BZN|DK2","Without Sequence","106.94","",""
"06/01/2024 19:00:00 - 06/01/2024 20:00:00","BZN|DK2","Without Sequence","102.27","",""
"06/01/2024 20:00:00 - 06/01/2024 21:00:00","BZN|DK2","Without Sequence","94.98","",""
"06/01/2024 21:00:00 - 06/01/2024 22:00:00","BZN|DK2","Without Sequence","90.63","",""
"06/01/2024 22:00:00 - 06/01/2024 23:00:00","BZN|DK2","Without Sequence","89.34","",""
"06/01/2024 23:00:00 - 07/01/2024 00:00:00","BZN|DK2","Without Sequence","82.80","",""
"07/01/2024 00:00:00 - 07/01/2024 01:00:00","BZN|DK2","Without Sequence","86.15","",""
"07/01/2024 01:00:00 - 07/01/2024 02:00:00","BZN|DK2","Without Sequence","82.46","",""
"07/01/2024 02:00:00 - 07/01/2024 03:00:00","BZN|DK2","Without Sequence","79.22","",""
"07/01/2024 03:00:00 - 07/01/2024 04:00:00","BZN|DK2","Without Sequence","77.53","",""
"07/01/2024 04:00:00 - 07/01/2024 05:00:00","BZN|DK2","Without Sequence","76.89","",""
"07/01/2024 05:00:00 - 07/01/2024 06:00:00","BZN|DK2","Without Sequence","77.42","",""
"07/01/2024 06:00:00 - 07/01/2024 07:00:00","BZN|DK2","Without Sequence","78.45","",""
"07/01/2024 07:00:00 - 07/01/2024 08:00:00","BZN|DK2","Without Sequence","80.37","",""
"07/01/2024 08:00:00 - 07/01/2024 09:00:00","BZN|DK2","Without Sequence","84.21","",""
"07/01/2024 09:00:00 - 07/01/2024 10:00:00","BZN|DK2","Without Sequence","87.57","",""
"07/01/2024 10:00:00 - 07/01/2024 11:00:00","BZN|DK2","Without Sequence","89.75","",""
"07/01/2024 11:00:00 - 07/01/2024 12:00:00","BZN|DK2","Without Sequence","91.99","",""
"07/01/2024 12:00:00 - 07/01/2024 13:00:00","BZN|DK2","Without Sequence","91.50","",""
"07/01/2024 13:00:00 - 07/01/2024 14:00:00","BZN|DK2","Without Sequence","87.52","",""
"07/01/2024 14:00:00 - 07/01/2024 15:00:00","BZN|DK2","Without Sequence","87.23","",""
"07/01/2024 15:00:00 - 07/01/2024 16:00:00","BZN|DK2","Without Sequence","90.64","",""
"07/01/2024 16:00:00 - 07/01/2024 17:00:00","BZN|DK2","Without Sequence","96.21","",""
"07/01/2024 17:00:00 - 07/01/2024 18:00:00","BZN|DK2","Without Sequence","104.27","",""
"07/01/2024 18:00:00 - 07/01/2024 19:00:00","BZN|DK2","Without Sequence","106.09","",""
"07/01/2024 19:00:00 - 07/01/2024 20:00:00","BZN|DK2","Without Sequence","103.55","",""
"07/01/2024 20:00:00 - 07/01/2024 21:00:00","BZN|DK2","Without Sequence","100.50","",""
"07/01/2024 21:00:00 - 07/01/2024 22:00:00","BZN|DK2","Without Sequence","93.31","",""
"07/01/2024 22:00:00 - 07/01/2024 23:00:00","BZN|DK2","Without Sequence","91.17","",""
"07/01/2024 23:00:00 - 08/01/2024 00:00:00","BZN|DK2","Without Sequence","83.86","",""
"08/01/2024 00:00:00 - 08/01/2024 01:00:00","BZN|DK2","Without Sequence","87.02","",""
"08/01/2024 01:00:00 - 08/01/2024 02:00:00","BZN|DK2","Without Sequence","84.32","",""
"08/01/2024 02:00:00 - 08/01/2024 03:00:00","BZN|DK2","Without Sequence","81.82","",""
"08/01/2024 03:00:00 - 08/01/2024 04:00:00","BZN|DK2","Without Sequence","79.11","",""
"08/01/2024 04:00:00 - 08/01/2024 05:00:00","BZN|DK2","Without Sequence","78.48","",""
"08/01/2024 05:00:00 - 08/01/2024 06:00:00","BZN|DK2","Without Sequence","82.10","",""
"08/01/2024 06:00:00 - 08/01/2024 07:00:00","BZN|DK2","Without Sequence","94.30","",""
"08/01/2024 07:00:00 - 08/01/2024 08:00:00","BZN|DK2","Without Sequence","111.22","",""
"08/01/2024 08:00:00 - 08/01/2024 09:00:00","BZN|DK2","Without Sequence","121.11","",""
"08/01/2024 09:00:00 - 08/01/2024 10:00:00","BZN|DK2","Without Sequence","120.73","",""
"08/01/2024 10:00:00 - 08/01/2024 11:00:00","BZN|DK2","Without Sequence","113.90","",""
"08/01/2024 11:00:00 - 08/01/2024 12:00:00","BZN|DK2","Without Sequence","105.54","",""
"08/01/2024 12:00:00 - 08/01/2024 13:00:00","BZN|DK2","Without Sequence","97.84","",""
"08/01/2024 13:00:00 - 08/01/2024 14:00:00","BZN|DK2","Without Sequence","94.88","",""
"08/01/2024 14:00:00 - 08/01/2024 15:00:00","BZN|DK2","Without Sequence","102.46","",""
"08/01/2024 15:00:00 - 08/01/2024 16:00:00","BZN|DK2","Without Sequence","110.64","",""
"08/01/2024 16:00:00 - 08/01/2024 17:00:00","BZN|DK2","Without Sequence","128.00","",""
"08/01/2024 17:00:00 - 08/01/2024 18:00:00","BZN|DK2","Without Sequence","132.31","",""
"08/01/2024 18:00:00 - 08/01/2024 19:00:00","BZN|DK2","Without Sequence","130.01","",""
"08/01/2024 19:00:00 - 08/01/2024 20:00:00","BZN|DK2","Without Sequence","122.12","",""
"08/01/2024 20:00:00 - 08/01/2024 21:00:00","BZN|DK2","Without Sequence","114.21","",""
"08/01/2024 21:00:00 - 08/01/2024 22:00:00","BZN|DK2","Without Sequence","102.83","",""
"08/01/2024 22:00:00 - 08/01/2024 23:00:00","BZN|DK2","Without Sequence","99.98","",""
"08/01/2024 23:00:00 - 09/01/2024 00:00:00","BZN|DK2","Without Sequence","91.49","",""
"09/01/2024 00:00:00 - 09/01/2024 01:00:00","BZN|DK2","Without Sequence","88.16","",""
"09/01/2024 01:00:00 - 09/01/2024 02:00:00","BZN|DK2","Without Sequence","87.04","",""
"09/01/2024 02:00:00 - 09/01/2024 03:00:00","BZN|DK2","Without Sequence","85.00","",""
"09/01/2024 03:00:00 - 09/01/2024 04:00:00","BZN|DK2","Without Sequence","84.14","",""
"09/01/2024 04:00:00 - 09/01/2024 05:00:00","BZN|DK2","Without Sequence","85.72","",""
"09/01/2024 05:00:00 - 09/01/2024 06:00:00","BZN|DK2","Without Sequence","89.28","",""
"09/01/2024 06:00:00 - 09/01/2024 07:00:00","BZN|DK2","Without Sequence","108.51","",""
"09/01/2024 07:00:00 - 09/01/2024 08:00:00","BZN|DK2","Without Sequence","124.06","",""
"09/01/2024 08:00:00 - 09/01/2024 09:00:00","BZN|DK2","Without Sequence","133.25","",""
"09/01/2024 09:00:00 - 09/01/2024 10:00:00","BZN|DK2","Without Sequence","120.91","",""
"09/01/2024 10:00:00 - 09/01/2024 11:00:00","BZN|DK2","Without Sequence","113.19","",""
"09/01/2024 11:00:00 - 09/01/2024 12:00:00","BZN|DK2","Without Sequence","105.78","",""
"09/01/2024 12:00:00 - 09/01/2024 13:00:00","BZN|DK2","Without Sequence","100.22","",""
"09/01/2024 13:00:00 - 09/01/2024 14:00:00","BZN|DK2","Without Sequence","100.82","",""
"09/01/2024 14:00:00 - 09/01/2024 15:00:00","BZN|DK2","Without Sequence","112.36","",""
"09/01/2024 15:00:00 - 09/01/2024 16:00:00","BZN|DK2","Without Sequence","121.09","",""
"09/01/2024 16:00:00 - 09/01/2024 17:00:00","BZN|DK2","Without Sequence","130.99","",""
"09/01/2024 17:00:00 - 09/01/2024 18:00:00","BZN|DK2","Without Sequence","137.95","",""
"09/01/2024 18:00:00 - 09/01/2024 19:00:00","BZN|DK2","Without Sequence","137.80","",""
"09/01/2024 19:00:00 - 09/01/2024 20:00:00","BZN|DK2","Without Sequence","130.43","",""
"09/01/2024 20:00:00 - 09/01/2024 21:00:00","BZN|DK2","Without Sequence","120.24","",""
"09/01/2024 21:00:00 - 09/01/2024 22:00:00","BZN|DK2","Without Sequence","111.68","",""
"09/01/2024 22:00:00 - 09/01/2024 23:00:00","BZN|DK2","Without Sequence","106.18","",""
"09/01/2024 23:00:00 - 10/01/2024 00:00:00","BZN|DK2","Without Sequence","97.09","",""
"10/01/2024 00:00:00 - 10/01/2024 01:00:00","BZN|DK2","Without Sequence","89.29","",""
"10/01/2024 01:00:00 - 10/01/2024 02:00:00","BZN|DK2","Without Sequence","86.76","",""
"10/01/2024 02:00:00 - 10/01/2024 03:00:00","BZN|DK2","Without Sequence","86.73","",""
"10/01/2024 03:00:00 - 10/01/2024 04:00:00","BZN|DK2","Without Sequence","86.09","",""
"10/01/2024 04:00:00 - 10/01/2024 05:00:00","BZN|DK2","Without Sequence","86.30","",""
"10/01/2024 05:00:00 - 10/01/2024 06:00:00","BZN|DK2","Without Sequence","89.05","",""
"10/01/2024 06:00:00 - 10/01/2024 07:00:00","BZN|DK2","Without Sequence","108.88","",""
"10/01/2024 07:00:00 - 10/01/2024 08:00:00","BZN|DK2","Without Sequence","129.40","",""
"10/01/2024 08:00:00 - 10/01/2024 09:00:00","BZN|DK2","Without Sequence","143.00","",""
"10/01/2024 09:00:00 - 10/01/2024 10:00:00","BZN|DK2","Without Sequence","130.39","",""
"10/01/2024 10:00:00 - 10/01/2024 11:00:00","BZN|DK2","Without Sequence","121.47","",""
"10/01/2024 11:00:00 - 10/01/2024 12:00:00","BZN|DK2","Without Sequence","109.13","",""
"10/01/2024 12:00:00 - 10/01/2024 13:00:00","BZN|DK2","Without Sequence","102.21","",""
"10/01/2024 13:00:00 - 10/01/2024 14:00:00","BZN|DK2","Without Sequence","108.20","",""
"10/01/2024 14:00:00 - 10/01/2024 15:00:00","BZN|DK2","Without Sequence","115.68","",""
"10/01/2024 15:00:00 - 10/01/2024 16:00:00","BZN|DK2","Without Sequence","123.80","",""
"10/01/2024 16:00:00 - 10/01/2024 17:00:00","BZN|DK2","Without Sequence","134.64","",""
"10/01/2024 17:00:00 - 10/01/2024 18:00:00","BZN|DK2","Without Sequence","143.79","",""
"10/01/2024 18:00:00 - 10/01/2024 19:00:00","BZN|DK2","Without Sequence","140.00","",""
"10/01/2024 19:00:00 - 10/01/2024 20:00:00","BZN|DK2","Without Sequence","132.15","",""
"10/01/2024 20:00:00 - 10/01/2024 21:00:00","BZN|DK2","Without Sequence","120.00","",""
"10/01/2024 21:00:00 - 10/01/2024 22:00:00","BZN|DK2","Without Sequence","109.76","",""
"10/01/2024 22:00:00 - 10/01/2024 23:00:00","BZN|DK2","Without Sequence","104.49","",""
"10/01/2024 23:00:00 - 11/01/2024 00:00:00","BZN|DK2","Without Sequence","96.03","",""
"11/01/2024 00:00:00 - 11/01/2024 01:00:00","BZN|DK2","Without Sequence","91.75","",""
"11/01/2024 01:00:00 - 11/01/2024 02:00:00","BZN|DK2","Without Sequence","88.59","",""
"11/01/2024 02:00:00 - 11/01/2024 03:00:00","BZN|DK2","Without Sequence","87.25","",""
"11/01/2024 03:00:00 - 11/01/2024 04:00:00","BZN|DK2","Without Sequence","82.38","",""
"11/01/2024 04:00:00 - 11/01/2024 05:00:00","BZN|DK2","Without Sequence","81.95","",""
"11/01/2024 05:00:00 - 11/01/2024 06:00:00","BZN|DK2","Without Sequence","89.36","",""
"11/01/2024 06:00:00 - 11/01/2024 07:00:00","BZN|DK2","Without Sequence","102.07","",""
"11/01/2024 07:00:00 - 11/01/2024 08:00:00","BZN|DK2","Without Sequence","116.86","",""
"11/01/2024 08:00:00 - 11/01/2024 09:00:00","BZN|DK2","Without Sequence","141.00","",""
"11/01/2024 09:00:00 - 11/01/2024 10:00:00","BZN|DK2","Without Sequence","129.16","",""
"11/01/2024 10:00:00 - 11/01/2024 11:00:00","BZN|DK2","Without Sequence","113.65","",""
"11/01/2024 11:00:00 - 11/01/2024 12:00:00","BZN|DK2","Without Sequence","106.48","",""
"11/01/2024 12:00:00 - 11/01/2024 13:00:00","BZN|DK2","Without Sequence","99.38","",""
"11/01/2024 13:00:00 - 11/01/2024 14:00:00","BZN|DK2","Without Sequence","99.00","",""
"11/01/2024 14:00:00 - 11/01/2024 15:00:00","BZN|DK2","Without Sequence","105.98","",""
"11/01/2024 15:00:00 - 11/01/2024 16:00:00","BZN|DK2","Without Sequence","117.96","",""
"11/01/2024 16:00:00 - 11/01/2024 17:00:00","BZN|DK2","Without Sequence","137.35","",""
"11/01/2024 17:00:00 - 11/01/2024 18:00:00","BZN|DK2","Without Sequence","150.09","",""
"11/01/2024 18:00:00 - 11/01/2024 19:00:00","BZN|DK2","Without Sequence","136.69","",""
"11/01/2024 19:00:00 - 11/01/2024 20:00:00","BZN|DK2","Without Sequence","132.31","",""
"11/01/2024 20:00:00 - 11/01/2024 21:00:00","BZN|DK2","Without Sequence","118.95","",""
"11/01/2024 21:00:00 - 11/01/2024 22:00:00","BZN|DK2","Without Sequence","107.19","",""
"11/01/2024 22:00:00 - 11/01/2024 23:00:00","BZN|DK2","Without Sequence","100.00","",""
"11/01/2024 23:00:00 - 12/01/2024 00:00:00","BZN|DK2","Without Sequence","97.22","",""
"12/01/2024 00:00:00 - 12/01/2024 01:00:00","BZN|DK2","Without Sequence","91.04","",""
"12/01/2024 01:00:00 - 12/01/2024 02:00:00","BZN|DK2","Without Sequence","88.22","",""
"12/01/2024 02:00:00 - 12/01/2024 03:00:00","BZN|DK2","Without Sequence","85.22","",""
"12/01/2024 03:00:00 - 12/01/2024 04:00:00","BZN|DK2","Without Sequence","84.63","",""
"12/01/2024 04:00:00 - 12/01/2024 05:00:00","BZN|DK2","Without Sequence","84.34","",""
"12/01/2024 05:00:00 - 12/01/2024 06:00:00","BZN|DK2","Without Sequence","85.32","",""
"12/01/2024 06:00:00 - 12/01/2024 07:00:00","BZN|DK2","Without Sequence","92.11","",""
