"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"26/01/2023 06:00:00 - 26/01/2023 07:00:00","BZN|DK2","Without Sequence","160.39","",""
"26/01/2023 07:00:00 - 26/01/2023 08:00:00","BZN|DK2","Without Sequence","182.49","",""
"26/01/2023 08:00:00 - 26/01/2023 09:00:00","BZN|DK2","Without Sequence","198.95","",""
"26/01/2023 09:00:00 - 26/01/2023 10:00:00","BZN|DK2","Without Sequence","199.06","",""
"26/01/2023 10:00:00 - 26/01/2023 11:00:00","BZN|DK2","Without Sequence","192.38","",""
"26/01/2023 11:00:00 - 26/01/2023 12:00:00","BZN|DK2","Without Sequence","189.57","",""
"26/01/2023 12:00:00 - 26/01/2023 13:00:00","BZN|DK2","Without Sequence","180.53","",""
"26/01/2023 13:00:00 - 26/01/2023 14:00:00","BZN|DK2","Without Sequence","180.29","",""
"26/01/2023 14:00:00 - 26/01/2023 15:00:00","BZN|DK2","Without Sequence","127.96","",""
"26/01/2023 15:00:00 - 26/01/2023 16:00:00","BZN|DK2","Without Sequence","135.48","",""
"26/01/2023 16:00:00 - 26/01/2023 17:00:00","BZN|DK2","Without Sequence","153.00","",""
"26/01/2023 17:00:00 - 26/01/2023 18:00:00","BZN|DK2","Without Sequence","186.20","",""
"26/01/2023 18:00:00 - 26/01/2023 19:00:00","BZN|DK2","Without Sequence","150.00","",""
"26/01/2023 19:00:00 - 26/01/2023 20:00:00","BZN|DK2","Without Sequence","133.92","",""
"26/01/2023 20:00:00 - 26/01/2023 21:00:00","BZN|DK2","Without Sequence","110.28","",""
"26/01/2023 21:00:00 - 26/01/2023 22:00:00","BZN|DK2","Without Sequence","106.53","",""
"26/01/2023 22:00:00 - 26/01/2023 23:00:00","BZN|DK2","Without Sequence","69.01","",""
"26/01/2023 23:00:00 - 27/01/2023 00:00:00","BZN|DK2","Without Sequence","61.08","",""
"27/01/2023 00:00:00 - 27/01/2023 01:00:00","BZN|DK2","Without Sequence","78.56","",""
"27/01/2023 01:00:00 - 27/01/2023 02:00:00","BZN|DK2","Without Sequence","81.91","",""
"27/01/2023 02:00:00 - 27/01/2023 03:00:00","BZN|DK2","Without Sequence","91.56","",""
"27/01/2023 03:00:00 - 27/01/2023 04:00:00","BZN|DK2","Without Sequence","94.96","",""
"27/01/2023 04:00:00 - 27/01/2023 05:00:00","BZN|DK2","Without Sequence","109.42","",""
"27/01/2023 05:00:00 - 27/01/2023 06:00:00","BZN|DK2","Without Sequence","123.19","",""
"27/01/2023 06:00:00 - 27/01/2023 07:00:00","BZN|DK2","Without Sequence","149.70","",""
"27/01/2023 07:00:00 - 27/01/2023 08:00:00","BZN|DK2","Without Sequence","176.10","",""
"27/01/2023 08:00:00 - 27/01/2023 09:00:00","BZN|DK2","Without Sequence","195.00","",""
"27/01/2023 09:00:00 - 27/01/2023 10:00:00","BZN|DK2","Without Sequence","199.19","",""
"27/01/2023 10:00:00 - 27/01/2023 11:00:00","BZN|DK2","Without Sequence","195.00","",""
"27/01/2023 11:00:00 - 27/01/2023 12:00:00","BZN|DK2","Without Sequence","190.00","",""
"27/01/2023 12:00:00 - 27/01/2023 13:00:00","BZN|DK2","Without Sequence","183.06","",""
"27/01/2023 13:00:00 - 27/01/2023 14:00:00","BZN|DK2","Without Sequence","180.00","",""
"27/01/2023 14:00:00 - 27/01/2023 15:00:00","BZN|DK2","Without Sequence","181.50","",""
"27/01/2023 15:00:00 - 27/01/2023 16:00:00","BZN|DK2","Without Sequence","185.00","",""
"27/01/2023 16:00:00 - 27/01/2023 17:00:00","BZN|DK2","Without Sequence","188.00","",""
"27/01/2023 17:00:00 - 27/01/2023 18:00:00","BZN|DK2","Without Sequence","198.05","",""
"27/01/2023 18:00:00 - 27/01/2023 19:00:00","BZN|DK2","Without Sequence","200.70","",""
"27/01/2023 19:00:00 - 27/01/2023 20:00:00","BZN|DK2","Without Sequence","193.70","",""
"27/01/2023 20:00:00 - 27/01/2023 21:00:00","BZN|DK2","Without Sequence","181.50","",""
"27/01/2023 21:00:00 - 27/01/2023 22:00:00","BZN|DK2","Without Sequence","166.25","",""
"27/01/2023 22:00:00 - 27/01/2023 23:00:00","BZN|DK2","Without Sequence","155.12","",""
"27/01/2023 23:00:00 - 28/01/2023 00:00:00","BZN|DK2","Without Sequence","146.00","",""
"28/01/2023 00:00:00 - 28/01/2023 01:00:00","BZN|DK2","Without Sequence","139.90","",""
"28/01/2023 01:00:00 - 28/01/2023 02:00:00","BZN|DK2","Without Sequence","135.00","",""
"28/01/2023 02:00:00 - 28/01/2023 03:00:00","BZN|DK2","Without Sequence","133.32","",""
"28/01/2023 03:00:00 - 28/01/2023 04:00:00","BZN|DK2","Without Sequence","129.47","",""
"28/01/2023 04:00:00 - 28/01/2023 05:00:00","BZN|DK2","Without Sequence","125.22","",""
"28/01/2023 05:00:00 - 28/01/2023 06:00:00","BZN|DK2","Without Sequence","122.82","",""
"28/01/2023 06:00:00 - 28/01/2023 07:00:00","BZN|DK2","Without Sequence","128.80","",""
"28/01/2023 07:00:00 - 28/01/2023 08:00:00","BZN|DK2","Without Sequence","118.25","",""
"28/01/2023 08:00:00 - 28/01/2023 09:00:00","BZN|DK2","Without Sequence","116.94","",""
"28/01/2023 09:00:00 - 28/01/2023 10:00:00","BZN|DK2","Without Sequence","117.14","",""
"28/01/2023 10:00:00 - 28/01/2023 11:00:00","BZN|DK2","Without Sequence","119.03","",""
"28/01/2023 11:00:00 - 28/01/2023 12:00:00","BZN|DK2","Without Sequence","117.12","",""
"28/01/2023 12:00:00 - 28/01/2023 13:00:00","BZN|DK2","Without Sequence","112.61","",""
"28/01/2023 13:00:00 - 28/01/2023 14:00:00","BZN|DK2","Without Sequence","80.07","",""
"28/01/2023 14:00:00 - 28/01/2023 15:00:00","BZN|DK2","Without Sequence","50.27","",""
"28/01/2023 15:00:00 - 28/01/2023 16:00:00","BZN|DK2","Without Sequence","35.02","",""
"28/01/2023 16:00:00 - 28/01/2023 17:00:00","BZN|DK2","Without Sequence","37.93","",""
"28/01/2023 17:00:00 - 28/01/2023 18:00:00","BZN|DK2","Without Sequence","51.05","",""
"28/01/2023 18:00:00 - 28/01/2023 19:00:00","BZN|DK2","Without Sequence","45.19","",""
"28/01/2023 19:00:00 - 28/01/2023 20:00:00","BZN|DK2","Without Sequence","34.66","",""
"28/01/2023 20:00:00 - 28/01/2023 21:00:00","BZN|DK2","Without Sequence","31.62","",""
"28/01/2023 21:00:00 - 28/01/2023 22:00:00","BZN|DK2","Without Sequence","35.03","",""
"28/01/2023 22:00:00 - 28/01/2023 23:00:00","BZN|DK2","Without Sequence","43.53","",""
"28/01/2023 23:00:00 - 29/01/2023 00:00:00","BZN|DK2","Without Sequence","31.10","",""
"29/01/2023 00:00:00 - 29/01/2023 01:00:00","BZN|DK2","Without Sequence","29.76","",""
"29/01/2023 01:00:00 - 29/01/2023 02:00:00","BZN|DK2","Without Sequence","29.32","",""
"29/01/2023 02:00:00 - 29/01/2023 03:00:00","BZN|DK2","Without Sequence","28.37","",""
"29/01/2023 03:00:00 - 29/01/2023 04:00:00","BZN|DK2","Without Sequence","28.23","",""
"29/01/2023 04:00:00 - 29/01/2023 05:00:00","BZN|DK2","Without Sequence","28.62","",""
"29/01/2023 05:00:00 - 29/01/2023 06:00:00","BZN|DK2","Without Sequence","26.99","",""
"29/01/2023 06:00:00 - 29/01/2023 07:00:00","BZN|DK2","Without Sequence","27.26","",""
"29/01/2023 07:00:00 - 29/01/2023 08:00:00","BZN|DK2","Without Sequence","29.18","",""
"29/01/2023 08:00:00 - 29/01/2023 09:00:00","BZN|DK2","Without Sequence","30.90","",""
"29/01/2023 09:00:00 - 29/01/2023 10:00:00","BZN|DK2","Without Sequence","31.31","",""
"29/01/2023 10:00:00 - 29/01/2023 11:00:00","BZN|DK2","Without Sequence","34.36","",""
"29/01/2023 11:00:00 - 29/01/2023 12:00:00","BZN|DK2","Without Sequence","34.00","",""
"29/01/2023 12:00:00 - 29/01/2023 13:00:00","BZN|DK2","Without Sequence","33.89","",""
"29/01/2023 13:00:00 - 29/01/2023 14:00:00","BZN|DK2","Without Sequence","34.95","",""
"29/01/2023 14:00:00 - 29/01/2023 15:00:00","BZN|DK2","Without Sequence","34.38","",""
"29/01/2023 15:00:00 - 29/01/2023 16:00:00","BZN|DK2","Without Sequence","32.54","",""
"29/01/2023 16:00:00 - 29/01/2023 17:00:00","BZN|DK2","Without Sequence","34.69","",""
"29/01/2023 17:00:00 - 29/01/2023 18:00:00","BZN|DK2","Without Sequence","36.65","",""
"29/01/2023 18:00:00 - 29/01/2023 19:00:00","BZN|DK2","Without Sequence","34.85","",""
"29/01/2023 19:00:00 - 29/01/2023 20:00:00","BZN|DK2","Without Sequence","31.17","",""
"29/01/2023 20:00:00 - 29/01/2023 21:00:00","BZN|DK2","Without Sequence","28.53","",""
"29/01/2023 21:00:00 - 29/01/2023 22:00:00","BZN|DK2","Without Sequence","25.98","",""
"29/01/2023 22:00:00 - 29/01/2023 23:00:00","BZN|DK2","Without Sequence","25.08","",""
"29/01/2023 23:00:00 - 30/01/2023 00:00:00","BZN|DK2","Without Sequence","18.34","",""
"30/01/2023 00:00:00 - 30/01/2023 01:00:00","BZN|DK2","Without Sequence","13.09","",""
"30/01/2023 01:00:00 - 30/01/2023 02:00:00","BZN|DK2","Without Sequence","5.76","",""
"30/01/2023 02:00:00 - 30/01/2023 03:00:00","BZN|DK2","Without Sequence","4.95","",""
"30/01/2023 03:00:00 - 30/01/2023 04:00:00","BZN|DK2","Without Sequence","2.03","",""
"30/01/2023 04:00:00 - 30/01/2023 05:00:00","BZN|DK2","Without Sequence","9.03","",""
"30/01/2023 05:00:00 - 30/01/2023 06:00:00","BZN|DK2","Without Sequence","26.74","",""
"30/01/2023 06:00:00 - 30/01/2023 07:00:00","BZN|DK2","Without Sequence","28.14","",""
"30/01/2023 07:00:00 - 30/01/2023 08:00:00","BZN|DK2","Without Sequence","30.01","",""
"30/01/2023 08:00:00 - 30/01/2023 09:00:00","BZN|DK2","Without Sequence","30.79","",""
"30/01/2023 09:00:00 - 30/01/2023 10:00:00","BZN|DK2","Without Sequence","30.38","",""
"30/01/2023 10:00:00 - 30/01/2023 11:00:00","BZN|DK2","Without Sequence","29.99","",""
"30/01/2023 11:00:00 - 30/01/2023 12:00:00","BZN|DK2","Without Sequence","28.57","",""
"30/01/2023 12:00:00 - 30/01/2023 13:00:00","BZN|DK2","Without Sequence","29.00","",""
"30/01/2023 13:00:00 - 30/01/2023 14:00:00","BZN|DK2","Without Sequence","28.20","",""
"30/01/2023 14:00:00 - 30/01/2023 15:00:00","BZN|DK2","Without Sequence","27.79","",""
"30/01/2023 15:00:00 - 30/01/2023 16:00:00","BZN|DK2","Without Sequence","27.94","",""
"30/01/2023 16:00:00 - 30/01/2023 17:00:00","BZN|DK2","Without Sequence","28.31","",""
"30/01/2023 17:00:00 - 30/01/2023 18:00:00","BZN|DK2","Without Sequence","29.44","",""
"30/01/2023 18:00:00 - 30/01/2023 19:00:00","BZN|DK2","Without Sequence","29.62","",""
"30/01/2023 19:00:00 - 30/01/2023 20:00:00","BZN|DK2","Without Sequence","27.54","",""
"30/01/2023 20:00:00 - 30/01/2023 21:00:00","BZN|DK2","Without Sequence","26.82","",""
"30/01/2023 21:00:00 - 30/01/2023 22:00:00","BZN|DK2","Without Sequence","25.99","",""
"30/01/2023 22:00:00 - 30/01/2023 23:00:00","BZN|DK2","Without Sequence","21.24","",""
"30/01/2023 23:00:00 - 31/01/2023 00:00:00","BZN|DK2","Without Sequence","10.00","",""
"31/01/2023 00:00:00 - 31/01/2023 01:00:00","BZN|DK2","Without Sequence","25.36","",""
"31/01/2023 01:00:00 - 31/01/2023 02:00:00","BZN|DK2","Without Sequence","25.20","",""
"31/01/2023 02:00:00 - 31/01/2023 03:00:00","BZN|DK2","Without Sequence","25.58","",""
"31/01/2023 03:00:00 - 31/01/2023 04:00:00","BZN|DK2","Without Sequence","26.30","",""
"31/01/2023 04:00:00 - 31/01/2023 05:00:00","BZN|DK2","Without Sequence","29.24","",""
"31/01/2023 05:00:00 - 31/01/2023 06:00:00","BZN|DK2","Without Sequence","30.36","",""
"31/01/2023 06:00:00 - 31/01/2023 07:00:00","BZN|DK2","Without Sequence","40.04","",""
"31/01/2023 07:00:00 - 31/01/2023 08:00:00","BZN|DK2","Without Sequence","86.70","",""
"31/01/2023 08:00:00 - 31/01/2023 09:00:00","BZN|DK2","Without Sequence","115.01","",""
"31/01/2023 09:00:00 - 31/01/2023 10:00:00","BZN|DK2","Without Sequence","112.54","",""
"31/01/2023 10:00:00 - 31/01/2023 11:00:00","BZN|DK2","Without Sequence","108.85","",""
"31/01/2023 11:00:00 - 31/01/2023 12:00:00","BZN|DK2","Without Sequence","101.09","",""
"31/01/2023 12:00:00 - 31/01/2023 13:00:00","BZN|DK2","Without Sequence","97.70","",""
"31/01/2023 13:00:00 - 31/01/2023 14:00:00","BZN|DK2","Without Sequence","96.53","",""
"31/01/2023 14:00:00 - 31/01/2023 15:00:00","BZN|DK2","Without Sequence","96.03","",""
"31/01/2023 15:00:00 - 31/01/2023 16:00:00","BZN|DK2","Without Sequence","96.15","",""
"31/01/2023 16:00:00 - 31/01/2023 17:00:00","BZN|DK2","Without Sequence","96.48","",""
"31/01/2023 17:00:00 - 31/01/2023 18:00:00","BZN|DK2","Without Sequence","99.98","",""
"31/01/2023 18:00:00 - 31/01/2023 19:00:00","BZN|DK2","Without Sequence","99.09","",""
"31/01/2023 19:00:00 - 31/01/2023 20:00:00","BZN|DK2","Without Sequence","95.30","",""
"31/01/2023 20:00:00 - 31/01/2023 21:00:00","BZN|DK2","Without Sequence","90.05","",""
"31/01/2023 21:00:00 - 31/01/2023 22:00:00","BZN|DK2","Without Sequence","84.12","",""
"31/01/2023 22:00:00 - 31/01/2023 23:00:00","BZN|DK2","Without Sequence","81.98","",""
"31/01/2023 23:00:00 - 01/02/2023 00:00:00","BZN|DK2","Without Sequence","68.83","",""
"01/02/2023 00:00:00 - 01/02/2023 01:00:00","BZN|DK2","Without Sequence","75.68","",""
"01/02/2023 01:00:00 - 01/02/2023 02:00:00","BZN|DK2","Without Sequence","67.55","",""
"01/02/2023 02:00:00 - 01/02/2023 03:00:00","BZN|DK2","Without Sequence","65.69","",""
"01/02/2023 03:00:00 - 01/02/2023 04:00:00","BZN|DK2","Without Sequence","66.82","",""
"01/02/2023 04:00:00 - 01/02/2023 05:00:00","BZN|DK2","Without Sequence","59.01","",""
"01/02/2023 05:00:00 - 01/02/2023 06:00:00","BZN|DK2","Without Sequence","73.16","",""
"01/02/2023 06:00:00 - 01/02/2023 07:00:00","BZN|DK2","Without Sequence","93.97","",""
"01/02/2023 07:00:00 - 01/02/2023 08:00:00","BZN|DK2","Without Sequence","110.04","",""
"01/02/2023 08:00:00 - 01/02/2023 09:00:00","BZN|DK2","Without Sequence","117.00","",""
"01/02/2023 09:00:00 - 01/02/2023 10:00:00","BZN|DK2","Without Sequence","110.46","",""
"01/02/2023 10:00:00 - 01/02/2023 11:00:00","BZN|DK2","Without Sequence","105.03","",""
"01/02/2023 11:00:00 - 01/02/2023 12:00:00","BZN|DK2","Without Sequence","101.45","",""
"01/02/2023 12:00:00 - 01/02/2023 13:00:00","BZN|DK2","Without Sequence","99.34","",""
"01/02/2023 13:00:00 - 01/02/2023 14:00:00","BZN|DK2","Without Sequence","98.53","",""
"01/02/2023 14:00:00 - 01/02/2023 15:00:00","BZN|DK2","Without Sequence","98.32","",""
"01/02/2023 15:00:00 - 01/02/2023 16:00:00","BZN|DK2","Without Sequence","98.56","",""
"01/02/2023 16:00:00 - 01/02/2023 17:00:00","BZN|DK2","Without Sequence","102.69","",""
"01/02/2023 17:00:00 - 01/02/2023 18:00:00","BZN|DK2","Without Sequence","109.12","",""
"01/02/2023 18:00:00 - 01/02/2023 19:00:00","BZN|DK2","Without Sequence","108.90","",""
"01/02/2023 19:00:00 - 01/02/2023 20:00:00","BZN|DK2","Without Sequence","100.88","",""
"01/02/2023 20:00:00 - 01/02/2023 21:00:00","BZN|DK2","Without Sequence","97.65","",""
"01/02/2023 21:00:00 - 01/02/2023 22:00:00","BZN|DK2","Without Sequence","94.75","",""
"01/02/2023 22:00:00 - 01/02/2023 23:00:00","BZN|DK2","Without Sequence","86.42","",""
"01/02/2023 23:00:00 - 02/02/2023 00:00:00","BZN|DK2","Without Sequence","78.59","",""
"02/02/2023 00:00:00 - 02/02/2023 01:00:00","BZN|DK2","Without Sequence","74.30","",""
"02/02/2023 01:00:00 - 02/02/2023 02:00:00","BZN|DK2","Without Sequence","67.77","",""
"02/02/2023 02:00:00 - 02/02/2023 03:00:00","BZN|DK2","Without Sequence","71.35","",""
"02/02/2023 03:00:00 - 02/02/2023 04:00:00","BZN|DK2","Without Sequence","74.91","",""
"02/02/2023 04:00:00 - 02/02/2023 05:00:00","BZN|DK2","Without Sequence","82.23","",""
"02/02/2023 05:00:00 - 02/02/2023 06:00:00","BZN|DK2","Without Sequence","84.84","",""
"02/02/2023 06:00:00 - 02/02/2023 07:00:00","BZN|DK2","Without Sequence","112.89","",""
"02/02/2023 07:00:00 - 02/02/2023 08:00:00","BZN|DK2","Without Sequence","138.93","",""
"02/02/2023 08:00:00 - 02/02/2023 09:00:00","BZN|DK2","Without Sequence","169.87","",""
"02/02/2023 09:00:00 - 02/02/2023 10:00:00","BZN|DK2","Without Sequence","178.20","",""
"02/02/2023 10:00:00 - 02/02/2023 11:00:00","BZN|DK2","Without Sequence","170.09","",""
"02/02/2023 11:00:00 - 02/02/2023 12:00:00","BZN|DK2","Without Sequence","167.21","",""
"02/02/2023 12:00:00 - 02/02/2023 13:00:00","BZN|DK2","Without Sequence","156.86","",""
"02/02/2023 13:00:00 - 02/02/2023 14:00:00","BZN|DK2","Without Sequence","152.74","",""
"02/02/2023 14:00:00 - 02/02/2023 15:00:00","BZN|DK2","Without Sequence","161.44","",""
"02/02/2023 15:00:00 - 02/02/2023 16:00:00","BZN|DK2","Without Sequence","163.39","",""
"02/02/2023 16:00:00 - 02/02/2023 17:00:00","BZN|DK2","Without Sequence","167.28","",""
"02/02/2023 17:00:00 - 02/02/2023 18:00:00","BZN|DK2","Without Sequence","178.17","",""
"02/02/2023 18:00:00 - 02/02/2023 19:00:00","BZN|DK2","Without Sequence","183.12","",""
"02/02/2023 19:00:00 - 02/02/2023 20:00:00","BZN|DK2","Without Sequence","172.18","",""
"02/02/2023 20:00:00 - 02/02/2023 21:00:00","BZN|DK2","Without Sequence","142.09","",""
"02/02/2023 21:00:00 - 02/02/2023 22:00:00","BZN|DK2","Without Sequence","143.54","",""
"02/02/2023 22:00:00 - 02/02/2023 23:00:00","BZN|DK2","Without Sequence","130.15","",""
"02/02/2023 23:00:00 - 03/02/2023 00:00:00","BZN|DK2","Without Sequence","103.93","",""
"03/02/2023 00:00:00 - 03/02/2023 01:00:00","BZN|DK2","Without Sequence","108.30","",""
"03/02/2023 01:00:00 - 03/02/2023 02:00:00","BZN|DK2","Without Sequence","100.27","",""
"03/02/2023 02:00:00 - 03/02/2023 03:00:00","BZN|DK2","Without Sequence","93.82","",""
"03/02/2023 03:00:00 - 03/02/2023 04:00:00","BZN|DK2","Without Sequence","87.83","",""
"03/02/2023 04:00:00 - 03/02/2023 05:00:00","BZN|DK2","Without Sequence","84.03","",""
"03/02/2023 05:00:00 - 03/02/2023 06:00:00","BZN|DK2","Without Sequence","89.02","",""
"03/02/2023 06:00:00 - 03/02/2023 07:00:00","BZN|DK2","Without Sequence","100.27","",""
"03/02/2023 07:00:00 - 03/02/2023 08:00:00","BZN|DK2","Without Sequence","107.73","",""
"03/02/2023 08:00:00 - 03/02/2023 09:00:00","BZN|DK2","Without Sequence","108.44","",""
"03/02/2023 09:00:00 - 03/02/2023 10:00:00","BZN|DK2","Without Sequence","107.37","",""
"03/02/2023 10:00:00 - 03/02/2023 11:00:00","BZN|DK2","Without Sequence","100.03","",""
"03/02/2023 11:00:00 - 03/02/2023 12:00:00","BZN|DK2","Without Sequence","102.81","",""
"03/02/2023 12:00:00 - 03/02/2023 13:00:00","BZN|DK2","Without Sequence","102.00","",""
"03/02/2023 13:00:00 - 03/02/2023 14:00:00","BZN|DK2","Without Sequence","100.08","",""
"03/02/2023 14:00:00 - 03/02/2023 15:00:00","BZN|DK2","Without Sequence","100.32","",""
"03/02/2023 15:00:00 - 03/02/2023 16:00:00","BZN|DK2","Without Sequence","102.00","",""
"03/02/2023 16:00:00 - 03/02/2023 17:00:00","BZN|DK2","Without Sequence","107.72","",""
"03/02/2023 17:00:00 - 03/02/2023 18:00:00","BZN|DK2","Without Sequence","112.40","",""
"03/02/2023 18:00:00 - 03/02/2023 19:00:00","BZN|DK2","Without Sequence","113.52","",""
"03/02/2023 19:00:00 - 03/02/2023 20:00:00","BZN|DK2","Without Sequence","108.07","",""
"03/02/2023 20:00:00 - 03/02/2023 21:00:00","BZN|DK2","Without Sequence","101.21","",""
"03/02/2023 21:00:00 - 03/02/2023 22:00:00","BZN|DK2","Without Sequence","100.48","",""
"03/02/2023 22:00:00 - 03/02/2023 23:00:00","BZN|DK2","Without Sequence","98.13","",""
"03/02/2023 23:00:00 - 04/02/2023 00:00:00","BZN|DK2","Without Sequence","107.80","",""
"04/02/2023 00:00:00 - 04/02/2023 01:00:00","BZN|DK2","Without Sequence","70.36","",""
"04/02/2023 01:00:00 - 04/02/2023 02:00:00","BZN|DK2","Without Sequence","72.39","",""
"04/02/2023 02:00:00 - 04/02/2023 03:00:00","BZN|DK2","Without Sequence","73.04","",""
"04/02/2023 03:00:00 - 04/02/2023 04:00:00","BZN|DK2","Without Sequence","121.77","",""
"04/02/2023 04:00:00 - 04/02/2023 05:00:00","BZN|DK2","Without Sequence","125.38","",""
"04/02/2023 05:00:00 - 04/02/2023 06:00:00","BZN|DK2","Without Sequence","127.44","",""
"04/02/2023 06:00:00 - 04/02/2023 07:00:00","BZN|DK2","Without Sequence","137.34","",""
"04/02/2023 07:00:00 - 04/02/2023 08:00:00","BZN|DK2","Without Sequence","156.31","",""
"04/02/2023 08:00:00 - 04/02/2023 09:00:00","BZN|DK2","Without Sequence","164.19","",""
"04/02/2023 09:00:00 - 04/02/2023 10:00:00","BZN|DK2","Without Sequence","169.83","",""
"04/02/2023 10:00:00 - 04/02/2023 11:00:00","BZN|DK2","Without Sequence","164.11","",""
"04/02/2023 11:00:00 - 04/02/2023 12:00:00","BZN|DK2","Without Sequence","156.39","",""
"04/02/2023 12:00:00 - 04/02/2023 13:00:00","BZN|DK2","Without Sequence","148.84","",""
"04/02/2023 13:00:00 - 04/02/2023 14:00:00","BZN|DK2","Without Sequence","133.37","",""
"04/02/2023 14:00:00 - 04/02/2023 15:00:00","BZN|DK2","Without Sequence","134.09","",""
"04/02/2023 15:00:00 - 04/02/2023 16:00:00","BZN|DK2","Without Sequence","141.61","",""
"04/02/2023 16:00:00 - 04/02/2023 17:00:00","BZN|DK2","Without Sequence","155.36","",""
"04/02/2023 17:00:00 - 04/02/2023 18:00:00","BZN|DK2","Without Sequence","170.29","",""
"04/02/2023 18:00:00 - 04/02/2023 19:00:00","BZN|DK2","Without Sequence","184.16","",""
"04/02/2023 19:00:00 - 04/02/2023 20:00:00","BZN|DK2","Without Sequence","179.96","",""
"04/02/2023 20:00:00 - 04/02/2023 21:00:00","BZN|DK2","Without Sequence","167.88","",""
"04/02/2023 21:00:00 - 04/02/2023 22:00:00","BZN|DK2","Without Sequence","158.13","",""
"04/02/2023 22:00:00 - 04/02/2023 23:00:00","BZN|DK2","Without Sequence","131.62","",""
"04/02/2023 23:00:00 - 05/02/2023 00:00:00","BZN|DK2","Without Sequence","108.03","",""
"05/02/2023 00:00:00 - 05/02/2023 01:00:00","BZN|DK2","Without Sequence","111.29","",""
"05/02/2023 01:00:00 - 05/02/2023 02:00:00","BZN|DK2","Without Sequence","104.44","",""
"05/02/2023 02:00:00 - 05/02/2023 03:00:00","BZN|DK2","Without Sequence","103.67","",""
"05/02/2023 03:00:00 - 05/02/2023 04:00:00","BZN|DK2","Without Sequence","101.79","",""
"05/02/2023 04:00:00 - 05/02/2023 05:00:00","BZN|DK2","Without Sequence","100.99","",""
"05/02/2023 05:00:00 - 05/02/2023 06:00:00","BZN|DK2","Without Sequence","88.00","",""
"05/02/2023 06:00:00 - 05/02/2023 07:00:00","BZN|DK2","Without Sequence","87.98","",""
"05/02/2023 07:00:00 - 05/02/2023 08:00:00","BZN|DK2","Without Sequence","88.00","",""
"05/02/2023 08:00:00 - 05/02/2023 09:00:00","BZN|DK2","Without Sequence","106.89","",""
"05/02/2023 09:00:00 - 05/02/2023 10:00:00","BZN|DK2","Without Sequence","108.27","",""
"05/02/2023 10:00:00 - 05/02/2023 11:00:00","BZN|DK2","Without Sequence","108.54","",""
"05/02/2023 11:00:00 - 05/02/2023 12:00:00","BZN|DK2","Without Sequence","107.07","",""
"05/02/2023 12:00:00 - 05/02/2023 13:00:00","BZN|DK2","Without Sequence","104.98","",""
"05/02/2023 13:00:00 - 05/02/2023 14:00:00","BZN|DK2","Without Sequence","103.70","",""
"05/02/2023 14:00:00 - 05/02/2023 15:00:00","BZN|DK2","Without Sequence","106.35","",""
"05/02/2023 15:00:00 - 05/02/2023 16:00:00","BZN|DK2","Without Sequence","112.71","",""
"05/02/2023 16:00:00 - 05/02/2023 17:00:00","BZN|DK2","Without Sequence","119.97","",""
"05/02/2023 17:00:00 - 05/02/2023 18:00:00","BZN|DK2","Without Sequence","141.91","",""
"05/02/2023 18:00:00 - 05/02/2023 19:00:00","BZN|DK2","Without Sequence","133.63","",""
"05/02/2023 19:00:00 - 05/02/2023 20:00:00","BZN|DK2","Without Sequence","131.16","",""
"05/02/2023 20:00:00 - 05/02/2023 21:00:00","BZN|DK2","Without Sequence","124.11","",""
"05/02/2023 21:00:00 - 05/02/2023 22:00:00","BZN|DK2","Without Sequence","121.83","",""
"05/02/2023 22:00:00 - 05/02/2023 23:00:00","BZN|DK2","Without Sequence","125.21","",""
"05/02/2023 23:00:00 - 06/02/2023 00:00:00","BZN|DK2","Without Sequence","126.46","",""
"06/02/2023 00:00:00 - 06/02/2023 01:00:00","BZN|DK2","Without Sequence","145.00","",""
"06/02/2023 01:00:00 - 06/02/2023 02:00:00","BZN|DK2","Without Sequence","143.73","",""
"06/02/2023 02:00:00 - 06/02/2023 03:00:00","BZN|DK2","Without Sequence","145.41","",""
"06/02/2023 03:00:00 - 06/02/2023 04:00:00","BZN|DK2","Without Sequence","142.09","",""
"06/02/2023 04:00:00 - 06/02/2023 05:00:00","BZN|DK2","Without Sequence","140.10","",""
"06/02/2023 05:00:00 - 06/02/2023 06:00:00","BZN|DK2","Without Sequence","148.93","",""
"06/02/2023 06:00:00 - 06/02/2023 07:00:00","BZN|DK2","Without Sequence","175.67","",""
"06/02/2023 07:00:00 - 06/02/2023 08:00:00","BZN|DK2","Without Sequence","200.65","",""
"06/02/2023 08:00:00 - 06/02/2023 09:00:00","BZN|DK2","Without Sequence","213.39","",""
"06/02/2023 09:00:00 - 06/02/2023 10:00:00","BZN|DK2","Without Sequence","200.65","",""
"06/02/2023 10:00:00 - 06/02/2023 11:00:00","BZN|DK2","Without Sequence","185.08","",""
"06/02/2023 11:00:00 - 06/02/2023 12:00:00","BZN|DK2","Without Sequence","179.84","",""
"06/02/2023 12:00:00 - 06/02/2023 13:00:00","BZN|DK2","Without Sequence","168.72","",""
"06/02/2023 13:00:00 - 06/02/2023 14:00:00","BZN|DK2","Without Sequence","161.16","",""
"06/02/2023 14:00:00 - 06/02/2023 15:00:00","BZN|DK2","Without Sequence","163.90","",""
